anchors,positives
What type of firing pulse voltage is needed for an exploding bridge-wire ignition compared to conventional methods?,"The ignition of a detonating or deflagrating charge may also be obtained without the primer, by using an exploding bridge-wire (EBW). In this case, it is necessary to use a firing pulse of several thousand volts, in comparison with a conventional firing pulse of about 28 V or even less. An exploding bridge-wire is extremely insensitive to accidental firing, but requires a high voltage obtained by discharging a condenser contained in a firing circuit. "
What components are typically included in an explosive cartridge designed for use in explosive valves?," A typical explosive cartridge (designed by Holex, Inc.), commonly used for explo- sive valves and having a low-voltage bridge-wire, is shown in the following figure, re-drawn from [25]. SHOCK ATTENUATOR PLUG BRIDGE-WIRE PRIMER CERAMIC SEAL CASE BODY CONNECTOR \ \ PINS io) a oT (6) fp) — = ROY] Co) ST Dee MAIN CHARGE THREAD LOCK INDUCTION SOLDER SEAL. "
What is the maximum pressure generated by the ignition in the cartridge as expressed in N/m?,"The charge in the cartridge shown above is ignited by means of an electrical connector incorporated in the cartridge. The charge is hermetically sealed to be protected from moisture and damage. The cartridge contains 188 mg of deflagrating charge, and the pressure generated by the ignition can be as high as 4.137 x 10° N/m. The shock attenuator plug incorporated in the cartridge weakens the shock waves before they reach the ceramic seals. "
What is the maximum current required to activate the described cartridge ignition system?,"The electrical conductors are two connector pins made of stainless steel, and the case is made of the same material. The pins are locked into the case by fused ceramic seals. The current necessary to ignite a cartridge like this ranges from | to 5 A, and the firing time ranges from 1 to 20 ms [25].. "
What mechanism is activated to open a normally closed valve depicted in the illustration?,"Some explosive valves are illustrated below. The following figure, due to the cour- tesy of NASA [43], shows a normally closed valve which opens when the explosive charge actuates a pin (ram) which shears the end from the inlet fitting and retains it in a recess of the body.  Ram— t ~End of inlet line \ ES’ r ES Sei ecess for Inlet en , / 77 Explosive charge ai = ms as 1 ‘— Inlet fitting"
What are the necessary actions to make the valve reusable after it has been fired?,The valve shown above can be made reusable by replacing the explosive charge and the inlet fitting. A reusable valve must be cleaned immediately after firing.
What mechanism is utilized to retain the diaphragm within the body of a normally closed non-reusable valve after it has been activated?,"The following figure, due to the courtesy of NASA [43], shows a normally closed non-reusable valve, as it appears after firing. In this valve, a diaphragm is sheared from the body by the ram and is clamped by the ram to be retained within the body."
What is the significance of diaphragm positioning prior to the initiation of a firing sequence in explosive systems?,"Diaphragm position before firing— Diaphragm position NM t / after firing Explosive charge jro-ring, KY, J LLY LY \ s WY WW); —— WY ~\ Ss \ WY WEN 1 zi Segen//im/7//0 ~~0-ring Press-fit ram— Yip UY,"
What mechanism is used to shear the flow passage in the context of the valve's operation?,"Anormally open valve, as it appears before firing, is shown in the following figure, due to the courtesy of NASA [43]. In this valve, the explosive charge actuates the ram, which shears through the flow passage and wedges between the openings to close the flow passage.  Explosive charge Ram"
What is the main function of the valve depicted in the patent referenced?,"b+ | ZN PYG F S seal { A dual function explosive valve (U.S. Patent No. 3,122,154) is shown in the following figure, due to the courtesy of NASA [43]. fired ls fire Firel pressure FY explosive charge, oY = FP emlosve charg . pe Ky ie = {34 CE pa} En see Zam ee CAZYy gam ZZ L sey Bd spon interterence sting t_£~” = (a) Normally closed valve before firing. (©) Normally closed valve after firing Ist cartridge to open valve. "
What type of valve closes automatically after the activation of a second cartridge in a firing sequence?,"y—=—=y ye Fire pressure FAT esse I ia Z Ua On eZ mam ZY an / t (©) Normally closed vatve after firing 2nd cartridge to reclose valve,. "
Describe the function of explosive charges in operating the state of a valve and how sealing is achieved in this mechanism.,"The valve shown above is normally closed (a), is opened (b) by firing the first explosive charge, and is re-opened (c) by firing the second explosive charge. Sealing is provided by interference sliding fits between the lands on the spool and the body. A hole balances the actuation pressure on each end of the spool after the spool travel."
What mechanism can be used to operate explosive valves in larger diameter lines when the fluid energy is utilized?,"Explosive valves are usually employed in lines of small diameters (less than 25 mm). However, explosive valves for lines of greater diameters can be obtained by using the energy of the fluid to open and close the valve, in which case the ram is used only as a latch, as shown for the valve (U.S. Patent No. 3,017,894) illustrated in the following figure, due to the courtesy of NASA [43].  DD 7 Replaceable TY / explosive P , / G NY; Uy charge Y — Nw Z O-ring~. "
What is the primary function of redundant explosive valves in critical applications?,"Ga— ~ Ne Z4~ e EW Z YY, 04 N QL; “Tab. | Outlet Explosive valves are highly reliable components, when used properly. However, redundant explosive valves have also been used for some critical applications. References 1. Astrém KJ, Murray RM (2008) Feedback systems: an introduction for scientists and engineers. Princeton University Press, Princeton, NJ, USA. ISBN 978-0-69 1-13576-2 2. Lorenzo CF, Musgrave JL (1992) Overview of rocket engine control. "
What is the title of the publication authored by Huzel and Huang related to rocket engine design?,"NASA Technical Memo- randum 105318, Jan 1992, 13pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/199200 04056.pdf 3. Huzel DK, Huang DH (1967) Design of liquid propellant rocket engines. 2nd edn. NASA SP- 125, NASA, Washington, D.C., 472pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/ 19710019929.pdf 4. Thomson WT (1960) Laplace transformation, 2nd edn. Prentice-Hall, Englewood Cliffs, NJ, USA 5. "
"What is the title of the referenced book authored by Sutton GP and Biblarz O, and which edition is noted?","Sutton GP, Biblarz O (2001) Rocket propulsion elements, 7th edn. Wiley, New York. ISBN 0-471-32642-9 6. Wikimedia. https://commons.wikimedia.org/wiki/File:Ssme_schematic_(updated).svg. Attri- bution: Jkwchui with minor adjustments from Chouser [Public domain], via Wikimedia Commons 7. Anonymous (1998) Space Shuttle main engine orientation, Boeing-Rocketdyne Propulsion & Power, Presentation BC98-04, June 1998, 105pp. "
What type of flowmeters were evaluated for performance in a study focusing on liquid hydrogen?,"http://large.stanford.edu/courses/201 1/ ph240/nguyen1/docs/SSME_PRESENTATION. pdf 8. Hobart HF, Minkin HL, Warshawsky I (1973) Life tests of small turbine-type flowmeters in liquid hydrogen. NASA TN D-7323, 16 p, June 1973. https://www.ntrs.nasa.gov/archive/nasa/ casi.ntrs.nasa.gov/19730016551.pdf 9. France JT (1972) The measurement of fuel flow. AGARD-AG-160-Vol. 3, Mar 1972. https:// apps.dtic.mil/dtic/tr/fulltext/u2/741610.pdf . "
What is the primary focus of the research conducted by Dodge FT in 2008 regarding mass gauging related to vehicles?,"10. Dodge FT (2008) Propellant mass gauging: database of vehicle applications and research and development studies. NASA/CR-2008-215281, Aug 2008, 43pp. https://ntrs.nasa.gov/archive/ nasa/casi.ntrs.nasa.gov/20080034885.pdf"
"What is the title of the technical report authored by Szabo SV Jr, Berns JA, and Stofan AJ in October 1968 related to a launch vehicle?","11. Szabo SV Jr, Berns JA, Stofan AJ (1968) Centaur launch vehicle propellant utilization system. NASA TN D-4848, Oct 1968, 35pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/196 80027035.pdf"
"What is the designation of the Apollo mission described in the 1969 technical summary, and what type of space vehicle was used?","12. Anonymous (1969) Technical information summary on Apollo-10 (AS-505), Apollo Saturn V space vehicle, NASA, S&E-ASTR-S-69-24, 1 May 1969, 95pp. https://history.nasa.gov/afj/ ap 1 0fj/pdf/19700015780_as-505-a10-saturn-v-technical-info-summary.pdf"
Identify the primary purpose of the document created by NASA in 1969 regarding the Saturn V. What does it aim to provide users?,"13. Anonymous (1969) Saturn V flight manual, SA 507, NASA MSFC-MAN-S07, Oct 1969. https://www.history.nasa.gov/afj/ap 1 2fj/pdf/a12_sa507-flightmanual.pdf"
What is the significance of thrust vector control in spacecraft navigation and its implications for mission accuracy?,"14. McGlinchey LF (1974) Viking orbiter 1975 thrust vector control system accuracy, NASA-CR- 140705, JPL Technical Memorandum 33-703, 15 Oct 1974. https://ntrs.nasa.gov/archive/nasa/ casi.ntrs.nasa.gov/19750002097.pdf"
"What is the title of the publication edited by Glassman in 1994, focusing on turbine design and applications?","15. Glassman AJ (ed) (1994) Turbine design and application, vols 1, 2, and 3, NASA SP-290, NASA Lewis Research Centre, June 1994, 390pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs. nasa.gov/19950015924.pdf"
What are the key properties of cryogenic fluids that affect their behavior in sealing applications?,"16. Hands BA. Cryogenic fluids, thermopedia. http://www.thermopedia.com/content/676/17. Zuk J (1976) Fundamentals of fluid sealing, NASA TN D-8151, Mar 1976. https://ntrs.nasa. gov/archive/nasa/casi.ntrs.nasa.gov/19760012374.pdf"
Who are the authors credited for the original diagram utilized in the specified Wikimedia resource?,"18. Wikimedia, Attribution: Original diagram: S Beck and R Collins, University of Sheffield (Donebythesecondlaw at English Wikipedia) Conversion to SVG: Marc.derumaux [CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0)]. https://commons.wikimedia.org/wiki/ File:Moody_EN.svg"
What engineering concepts are addressed in the study of pressure loss within fluid transport systems?,"19. New Jersey Institute of Technology, Newark, NJ, USA. https://web.njit.edu/~barat/ChE396_ Spring201 1/EquivLengths.pdf20. Queen’s University, Kingston, Ontario, Canada, Faculty of Engineering and Applied Sciences, Mechanical and Materials Engineering, Losses in Pipes. https://me.queensu.ca/People/Sellens/ LossesinPipes.html"
What method is mentioned for calculating pressure loss from fittings in fluid flow?,21. Neutrium. https://neutrium.net/fluid_flow/pressure-loss-from-fittings-2k-method/
What is the method used for calculating pressure loss resulting from fittings in fluid flow systems?,"22. Neutrium. https://neutrium.net/fluid_flow/pressure-loss-from-fittings-3k-method/23. AJ Design Software, Colebrook Equations Formulas Calculator. https://www.ajdesigner.com/ php_colebrook/colebrook_equation.php24. Tomoe Valve Co. Ltd., Osaka, Japan. https://www.tomoevalve.com/english/pdf/ValveRelated Data.pdf"
"What type of handbook is referenced, and who are the editors listed in the document?","25. Howell GW, Weathers TM (eds) (1970) Aerospace fluid component designers’ handbook, vol I, Revision D, Report No. RPL-TDR-64-25, TRW Systems Group, One Space Park, Redondo Beach, CA, USA, Feb 1970. https://apps.dtic.mil/dtic/tr/fulltext/u2/874542.pdf"
What advancements in valve technology are referenced in the contributions from NASA publications in the late 1960s?,"26. Burmeister LC, Loser JB, Sneegas EC (1967) NASA contributions to advanced valve technology, NASA SP-5019, 1967. https://apps.dtic.mil/dtic/tr/fulltext/u2/a306561.pdf27. Davis ML, Allgeier RK Jr, Rogers ThG, Rysavy G (1970) The development of cryogenic storage systems for space flight, NASA SP-247, 132pp. https://ntrs.nasa.gov/search.jsp?R= 19710021434"
"What organization published a document on cryogenics authored by Radebaugh R. in Boulder, Colorado?","28. Radebaugh R. Cryogenics, National Institute of Standards and Technology (NIST), US Depart- ment of Commerce, Boulder, CO, USA. https://www.nist.gov/sites/default/files/documents/ 2016/09/08/cryogenicsii.pdf"
What publication discusses components used in liquid rocket valves and was published by NASA in August 1973?,"29. Ellis HJ, Spring TR, Keller RB Jr (eds) (1973) Liquid rocket valve components, NASA SP- 8094, Aug 1973. NASA Lewis Research Centre, Cleveland, OH, USA, 150pp. https://ntrs. nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19740019163.pdf30. Neutrium. https://neutrium.net/fluid_flow/pressure-loss-from-fittings-excess-head-k-method/"
"What factors contribute to minor energy losses in water flow through pipelines, fittings, and valves?",31. Suez degremont® water handbook. https://www.suezwaterhandbook.com/formulas-and-tools/ formulary/hydraulics/minor-losses-in-the-pipelines-fittings-valves-for-water
What type of assembly is discussed in the document published by NASA in November 1973?,"32. Spring TR, Keller RB Jr (eds) (1973) Liquid rocket valve assemblies, NASA SP-8097, Nov 1973. NASA Lewis Research Centre, Cleveland, OH, USA, 154pp. https://ntrs.nasa.gov/are hive/nasa/casi.ntrs.nasa.gov/19740018866.pdf 33. AWG to Metric Converter. https://technick.net/tools/awg-to-metric-converter/"
"What is the primary focus of the research conducted by Giovanetti, Spadaccini, and Szetela in their 1983 publication regarding hydrocarbon rocket fuels?","34. Giovanetti AJ, Spadaccini LJ, Szetela EJ (1983) Deposit formation and heat transfer in hydro- carbon rocket fuels, NASA-CR-168277, 168pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs. nasa.gov/19840004157.pdf"
"What document outlines standards for measuring discharge using calibrated nozzles and orifices, and was published by NACA in 1940?","35. Anonymous (1940) Standards for discharge measurement with standardized nozzles and orifices, German industrial standard 1952, 4th edn. NACA Technical Memorandum No. 952, 78pp. https://ntrs.nasa.gov/archive/nasa/casi.ntrs.nasa.gov/19930094464.pdf"
What standard provides guidelines for measuring fluid flow using pressure differential devices in fully filled circular conduits?,"36. EN ISO 5167, Measurement of fluid flow by means of pressure differential devices inserted in circular cross-section conduits running full. https://www.iso.org/obp/ui/#iso:std:iso:5 167:- J:ed-2:vl:en"
What is the primary purpose of orifice metering in the context of natural gas and hydrocarbon fluid measurement?,"37. AGA 3.1, Orifice metering of natural gas and other related hydrocarbon fluid. https://law.res ource.org/pub/us/cfr/ibr/001/aga.3.1.1990.pdf38. Anonymous, Risk management program guidance for offsite consequence analysis, United States Environmental Protection Agency, Appendix B. https://www.epa.gov/sites/production/ files/2017-05/documents/oca-apds.pdf"
What is the significance of the discharge coefficient in the context of fluid dynamics for nozzles and orifices?,39. Neutrium. https://neutrium.net/fluid_flow/discharge-coefficient-for-nozzles-and-orifices/
What organization is responsible for providing thermophysical data for fluid systems in the United States?,"40. National Institute of Standards and Technology (NIST), U.S. Department of Commerce, Thermophysical Properties of Fluid Systems. https://webbook.nist.gov/chemistry/fluid/"
"What type of mechanisms are primarily discussed in the publication related to liquid propulsion systems, focusing on their functionality and operational principles?","41. Absalom JG, Keller RB Jr (eds) (1973) Liquid rocket actuators and operators, NASA SP-8090, May 1973. NASA Lewis Research Centre, Cleveland, OH, USA, 158pp. https://ntrs.nasa.gov/ archive/nasa/casi.ntrs.nasa.gov/19740009672.pdf"
What are the significant advancements in the design and function of electrohydraulic servovalves discussed in recent international fluid power conferences?,"42. Plummer AR, Electrohydraulic servovalves—past, present, and future. In: Proceedings of the 10th international fluid power conference, IFK2016, Dresden, Germany, 8-16 Mar 2016. University of Bath, UK, pp 405-424. http://tud.qucosa.de/api/qucosa%3A29369/attachment/ ATT-0/"
"What components are discussed in the text regarding liquid rocket systems, specifically related to pressure management?","43. Tomlinson LE, Keller RB Jr (eds) (1973) Liquid rocket pressure regulators, relief valves, check valves, burst disks, and explosive valves, NASA SP-8080, Mar 1973, 123pp. https://ntrs.nasa. gov/archive/nasa/casi.ntrs.nasa.gov/19740002611.pdf"
What is the primary purpose of tanks in relation to liquid propellants for rocket engines?,"44. Kates flow control valves, Custom Valves Concepts. https://www.customvalveconcepts.com/ products/kates-flow-controllers-2/kates-fc-valve-automatic-flow-rate-controller.html  Tanks for Propellants oe 6.1 Fundamental Concepts Tanks containing liquid propellants for rocket engines can be considered as shells whose thin walls are surfaces of revolution. The following figure, due to the courtesy of NASA [1], shows the external tank of the Space Shuttle. "
What component is responsible for releasing pressure in the tank during operation?,"‘Orbiter att Integral stringers VF, AN Orbiter forward x A A cD» \ ax AACS Solid rocket booster forward A gy) A . ASN BEL SZ 10 2 sosh atte, Ae OS Z seg Sy 5 EZ REY 2 Yo ' a Pas Ley tank vent valves. "
"What is the significance of exclusive licensing agreements in academic publishing, specifically in relation to author rights and publisher obligations?","© The Editor(s) (if applicable) and The Author(s), under exclusive license 563 to Springer Nature Switzerland AG 2021 A. de Iaco Veris, Fundamental Concepts of Liquid-Propellant Rocket Engines, Springer Aerospace Technology, https://doi.org/10.1007/978-3-030-54704-2_6 "
What is the significance of assuming constant wall thickness in the design of a tank?,"The word shell is used here because, at any point of a tank, the thickness of its wall is assumed to be constant and much smaller than the radii of curvature of its middle surface [2]."
What term describes the line formed by the intersection of a revolving surface with a plane that is perpendicular to its axis?,A surface of revolution results from rotating a plane curve about some straight line (called the axis of revolution) lying in the plane which contains the curve. A line resulting from the intersection of a surface of revolution with a plane containing the axis of revolution is called a meridian. A line resulting from the intersection of a surface of revolution with a plane perpendicular to the axis of revolution is called a circumference. 
What is the geometric relationship between the meridian at any point on a surface of revolution and the corresponding circumference at that point?,"Therefore, the meridian passing through any point of a surface of revolution is perpendicular to the circumference passing through the same point. The structural analysis of tanks which will be presented in this chapter is largely due to Roark’s formulas for stress and strain [3].. "
"What types of membrane stresses are present in a shell subjected to distributed loads, and how are they oriented relative to the shell's geometry?","When a shell is subject to distributed loads resulting from internal or external pressure, the predominant stresses acting on the shell are membrane stresses, which are stresses whose amount is constant through the thickness of the shell. Generally speaking, the stresses acting in a point of a shell are ¢ ameridian membrane stress 0}, whose direction is parallel to the local meridian; e a circumferential membrane stress 72, whose direction is parallel to the local. "
"What type of stress is denoted by the symbol ¢, and how does it change with the thickness of a shell?","circumference; and ¢ asmall radial stress 03, which varies through the thickness of the shell."
"What types of strains are induced in a shell due to various stresses, leading to changes in the slopes of its meridians?","In addition to these stresses, there may be bending or shear stresses due to loading, or to physical properties of the shell, or to the supporting structure. The stresses considered above cause meridian, circumferential, and radial strains in a shell, and therefore changes in the slopes if its meridians. The circumferences of a shell may also deviate from their circular form when buckling occurs."
"What type of stresses are considered most significant in a thin, uniformly loaded shell with consistent thickness and curvature?","When a thin shell (one whose thickness is less than one tenth of its smaller radius of curvature) has no abrupt changes in thickness, slope, or curvature, and is subject to a loading uniformly distributed or smoothly varying and axisymmetric, then the meridian o; and circumferential 02 membrane stresses are practically uniform through the thickness of the wall, and are also the most important stresses acting on the shell. "
"What types of stress can be neglected when analyzing the behavior of cylindrical, conical, spherical, and toroidal shells under specific conditions?","The radial stress o3 and stresses induced by bending moments are negli- gible. In this case, the formulae of [3, Table 13.1] can be used to compute stresses and strains such as those described above for shells of cylindrical, conical, spherical, and toroidal shapes. Examples of application will be given in the following sections. 6.2 Tanks Subject Only to Membrane Stresses Two thin shells can be joined together to form a tank. "
What conditions must be met at the junction of shells to avoid bending stresses under uniform loading?,"When it is desired to have no bending stresses at the junction in case of uniformly distributed or smoothly varying loads, then it is necessary to choose shells such that the radial deformations AR and the rotations w of the meridians be the same for each of them at the point of junction.  For example, a cylindrical shell of radius R (m) and thickness f (m), subject to uniform internal pressure g (N/m?), see [3, Table 13.1, case Ic], has a radial deformation AR (m) R2 AR=*—(1- 3) Et 2 where E (N/m?) and v are respectively the Young modulus and the Poisson ratio of the material, whereas a hemispherical shell of equal radius and thickness, subject to the same pressure, see [3, Table 13.1, case 3a], has a radial deformation AR (m) R(1— ara (eG 2Et The rotations w of the meridians are the same in both cases. "
What stresses are caused by the different radial deformations in the junction of the described shell structure?,"The different radial deformations AR cause bending and shear stresses in the vicinity of the junction. The following figure shows a shell, whose middle surface is a smooth surface of revolution, not necessarily a hemisphere, subject to a uniform internal pressure q [3, Table 13.1, case 4a]. Zs ST aS I ™® 5 EN Ne PS Roark’s formulae cited above give the following expressions of respectively AR and y for this smooth surface of revolution AR= qR3 sind 7k _, 2Et Ri R3 R R 1 dR yo 3 ~54 (2+ ——"" tan 2EtR,tand| R2 R, R, do . "
What happens to the radial deformations and rotations of meridians when the radius of curvature is infinite at a specific angle?,"These formulae show that, when the radius of curvature R; of a meridian is infinite at 0 = 7/2, then the radial deformations AR and the rotations y of the meridians are the same as those of the cylindrical shell of [3, Table 13.1, case 1c]. In the preceding figure, R; (m) is the radius of curvature of a meridian in the point P of the shell, R> (m) is the length of the normal between the point P of the shell and the axis of rotation, and 6 (rad) is the angle between the normal to the surface and the axis of rotation. Fliigge [4] has shown that the family of the Cassinian curves (illustrated in Sect. 6.9) has the property indicated above.. "
How are radial deformations and rotations of meridians determined for a toroidal shell segment experiencing internal pressure?,"As an application (from [3]) of the concepts discussed above, it is required to compute the radial deformations AR and the rotations w of the meridians at both ends of a segment of toroidal shell used as a transition between a cylinder and a head closure in a tank subject to an internal pressure g = 1.379 x 10° N/m?."
What are the values of the Young modulus and Poisson ratio for the material of the tank?,"As shown in the preceding figure, the two ends of each toroidal segment are defined by the angles 6 = z/6 and 0 = 7/2 which the normal to the toroidal surface forms with the axis of rotation. The Young modulus and the Poisson ratio of the material of which the tank is made are respectively E = 2.068 x 10!! N/m? and v = 0.3. The thickness of the wall of the tank is t = 0.00254 m = 2.54 mm. At the upper end (subscript U) of the toroidal surface, there results. "
Calculate the radial deformation \( \Delta R \) for a toroidal surface with \( R = 0.381m \) and \( E = 2.068 \times 10^6 N/m^2 \).,"1 Ou = S R, = 0.254m 0.127 Roy = 0.254 + ———— = 0.508m sin(z/6) where R; is the constant radius of curvature of the meridians, and Roy is the length of the normal between the upper end of the toroidal surface and the axis of rotation.  At the upper end, the formulae of [3, Table 13.1, case 4a] give the following results for respectively the radial deformations ARy and the rotations yy of the meridians, taking account that dR,/d@ = 0, because R, is constant ARy = a Riu sin bu sin by 2- Roy —v 2Et R, 1.379 x 10° x 0.5087 x sin(z/6) > 0.508 03 ~ 2x 2.068 x 10 x 2.54x 10 * 0.254 , = —5.081 x 107° m = —0.05081 mm _ gR3y Ri Roy YU = FER, tandp ca ~3t oe) _ 1.379 x 10° x 0.508? (: 0.254 5 | 2x 0.508 ~ 3x 2.068 x 10 x 0.00254 x 0.254 x tancx/6) ~ \ 0.508 0.254 ) = 0.001155 rad At the lower end (subscript L) of the toroidal surface, there results bd => R, = 0.254m Ro, = 0.254 + 0.127 = 0.381 m At the lower end, the formulae cited above lead to the following results for respectively the radial deformations AR, and the rotations yy, of the meridians aR, = Leising (4 Rae _ 2Et R, 1.379 x 10° x 0.3817 x sin(/2) 0.381 = es x (2 - —_ - 03 2 x 2.068 x 10!! x 2.54 x 10-3 0.254 = 3.811 x 10-°m = 0.03811 mm Wr =O0 _ because tané, = tan(5) =0o Another example of application (also due to [3]) concerns a shell shaped as a cone frustum of semi-aperture angle a = z/12 rad, supported at its base by the membrane stress 0, as shown in the following figure. . "
What is the thickness of the shell in millimeters?,"The thickness of the shell is t = 0.00635 m = 6.35 mm. The density, the Young modulus, and the Poisson ratio of the material (aluminium) of which the shell is made is made are respectively p = 2700 kg/m, E = 6.9 x 10!° N/m’, and v = 0.3."
"Calculate the membrane stress at the base, the radial deformation, and the height deformation of a shell under a vertical acceleration of 400 times gravitational acceleration.","It is required to find the membrane stress o , at the base, the radial deformation AR, and the height deformation Ay, supposing the shell to be subject to an acceleration of 400 go = 400 x 9.807 m/s? acting in the vertical direction."
What is the significance of the negative sign in the specific weight of a complete cone loaded by its own weight?,"The formulae of [3, Table 13.1, case 2c] concern a complete cone loaded by its own weight pV go N. Since the cone considered here is truncated, then the principle of superposition of effects applies, as will be shown below. For this purpose, we consider firstly a complete cone loaded by its own weight. The specific weight pgo (N/m?) of this cone is taken with the minus sign, because the vertex of the cone is up instead of down, and this value is multiplied by 400, in order to take account of the acceleration. "
"What values are represented by the variables a, R, E, v, and pgp in the given formulae?","We use the formulae of [3, Table 13.1, case 2c] with a = 7/12 rad, R = 0.508 m, E = 6.9 x 10!° N/m?, v = 0.3, and pgp = —2700 x 400 x 9.807 N/m. By so doing, we find. "
"What is the effective weight of the upper conical shell that needs to be removed, calculated using the specified parameters?","R —2700 x 400 x 9.807 x 0.508 oy = BON TE = = 1.076 x 107 Nim? sin(2a) sin(z/6) pgoR? / v AR = -—— Ecosa (sina rina) —400 x 2700 x 9.807 x 0.508? . (2 ) 0.3 = SO x | sin( — ) —- —_—___ 6.9 x 10!° x cos(z/12) 12 2 x sin(/12) = 1.315 x 10° m = 0.01315 mm pgoR? 1 ae Ay = =~ ( —- - » = Eeosta (jae a me  —400 x 2700 x 9.807 x 0.508? 1 . 2 ba ) = >= | —_.~____ ~ in” ( — 6.9 x 10!0 x cos?(r/12) 4 sin? (1/12) 12 = —1.556 x 10-4 m = —0.1556mm The radius of the circular base at the top of the cone frustum is 0.762 r = 0.508 — —~ = 0.3038m tan(33) The change in length of the upper conical shell to be removed is 0.3038 \” Ay = —1.556 x 10-4 x ( ———_ )_ = —5.565 x 10> m = —0.05565 mm ° 0.508 The slant side of the upper conical shell to be removed is L= r ~ sin(%) The lateral surface of the upper conical shell to be removed is 5 L mr? =arl = —— The volume of the upper conical shell to be removed is art 3.1416 x 0.3038? x 0.00635 3 V = St=—S = —_.——_ = 0.007114 m sin() sin() The effective weight of the upper conical shell to be removed is P = 400 p go V = 400 x 2700 x 9.807 x 0.007114 = 7.535 x 10*N In order to remove the effective weight P from the truncated conical shell, we substitute P = 7.535 x 104 N, R = 0.508 m, r = 0.3038 m, h = 0.762 m, t = 0.00635 m, aw = 2/12 rad, E = 6.9 x 10!° N/m’, and v = 0.3 in the following formulae of [3, Table 13.1, case 2d], which concern a truncated conical shell subject to tangential loading only, with resultant load P, as shown in the following figure. "
"What is the formula used to calculate forces, moments, and displacements in cylindrical tanks?"," oo rtiia By so doing, we find P 7.535 x 104 oy) = ——. = ' InRicosa 2 x 3.1416 x 0.508 x 0.00635 x cos(m/12) = 3.849 x 10° N/m? ARa wee —0.3 x 7.535 x 104 ~ InEtcosa 2 x 3.1416 x 6.9 x 10! x 0.00635 x cos(z/12) = —8.500 x 10-° m = —0.008500 mm raoore™() Ah = — — In| — 2z Et sina cos? a r _ 7.535 x 104 inf 2508 ~ 2x 3.1416 x 6.9 x 10!9 x 0.00635 x sin(z/12) x cos2(r/12) * (sms) = 5.827 x 107 m = 0.05827 mm Therefore, for the original truncated conical shell, there results 01 = (—10.76 + 3.849) x 10°N/m? = —6.911 x 10°N/m? AR = (13.15 — 8.500) x 107° m = 4.65 x 107m = 0.00465 mm  Ay = [—15.56 — (—5.565) + 5.827] x 107° m = —4.168 x 107° m = —0.04168 mm 6.3 Tanks Subject to Membrane and Bending Stresses Forces, moments, and displacements for cylindrical tanks can be computed by using the formulae of [3, Table 13.2]. "
What type of loadings do the formulae for thin-walled cylindrical shells specifically address?,"These formulae concern thin-walled cylindrical shells having free ends and subject to axisymmetric loadings. The radial deformations of these shells are assumed to be small in comparison with the thickness of their walls. An example of calculation, from [3], is given below. 0.254 m mM, ~4""-————""1« M, oO; 7 oO; Yo} 2.068 10° N/m’ |hi =| = «© $2 i). "
What is the required thickness of the cylindrical tank's wall if it has a maximum allowable tensile stress of 8.274 x 10⁷ N/m² under an internal pressure of 2.068 x 10⁵ N/m²?,"A cylindrical tank of aluminium, shown in the preceding figure, is 0.254 m in length and 0.381 m in diameter. This tank is desired to bear an internal pressure of 2.068 x 10° N/m? with a maximum tensile stress of 8.274 x 107 N/m?. The ends of the tank are capped with flanges, which are sufficiently clamped to the tank to resist any radial or rotational deformations at their ends. Given the Young modulus E = 6.9 x 10!° N/m? and the Poisson ratio v = 0.3 of aluminium, it is required to determine the thickness rf (m) of the wall of the tank.. "
How can the mean radius of a tank be determined for calculations involving the value of t?,"The value of t may be computed by superposing the effects given in [3, Table 13.1, case 1c, and Table 13.2, cases 8 and 10]. For this purpose, it is necessary to determine the mean radius of the tank"
Calculate the value of bending stiffness using the provided elastic modulus and the given Poisson's ratio for the tank.,0.381 R= —— =0.1905m 2 the length of the tank  1=0.254m the bending stiffness of the tank Ef 6.9 x 101973 p= — Ft 88X86 319 109 Nm 12(1—v2) 12x (1- 0.32) and the following quantities 1 1 3(1—v?) ]* [3x (1-0.37) ]* ya | aD] 3X08) og gase tn! R71? 0.190577? M = 2.9451? x 0.254 = 0.74817?
How can the influence of loads at one end of a cylindrical shell on deformations at the opposite end be assessed for different shell lengths?,"Since the value of ¢ is still unknown, it is necessary to determine whether the loads at one end of the cylindrical shell have (short shell) or have not (long shell) any influence on the deformations at the other end. To this end, we determine approxi- mately the value of t by using the formulae for membrane stresses and deformations given in [3, Table 13.1, case 1c], which concern a cylindrical shell subject to internal pressure g, with ends capped. These formulae are. "
