anchors,positives
What is the pressure drop ratio between a convoluted innercore and a comparable-diameter hard tube during flow?,f = © Figure 42. — Off-center hose configuration crossing gimbal plane | used in engine-to-vehicle lines of J-2 engine. | 84 | | A considerable amount of test data has been accumulated on the flow losses through flexible metal hoses (refs. 119 through 125); these data are used in the design phase of a new application. The pressure drop in a convoluted innercore is 10 to 15 times that for a | comparable-diameter hard tube. 
What are the implications of using bent flexible-hose elements on pressure loss and fatigue life?,"Bends in flexible-hose elements are avoided where possible. The references show that, for comparable geometries, the ratio of the pressure-loss factor for a convoluted elbow to the pressure-loss factor for straight convoluted section is much greater than the ratio of pressure-loss factor for plain-tube elbow to the pressure-loss factor for a straight tube. In addition to the pressure-drop disadvantages, the bent flexible configuration maintains a steady-state deflection stress on the part in an installed position; | this stress can adversely influence fatigue life. "
What is the maximum Mach number recommended for gas velocities in flexible hose designs to prevent pressure loss and flow-induced vibrations?,| 2.3.2 Sizing Current practices in sizing flexible hose involve the same general considerations used for sizing lines (sec. 2.1.2). A practice on most flexible-hose designs is to keep velocities of gases | below a Mach number of 0.3 in order to avoid pressure loss and flow-induced vibration. This approach is not supported by either analytical results or experimental data. Analyses of pressure loss (refs. 
What design approach do manufacturers use to manage pressure losses in flexible metal hoses?,119 through 125) and flow-induced vibration (refs. 84 through 90) are better methods for avoiding problems with either phenomenon. | Standard design practice for manufacturers of flexible metal hose is to make the innercore inside diameter greater than the attaching-tube inside diameter. This procedure introduces | expansion and contraction losses that must be traded off with hose pressure losses for an acceptable total loss. 
What factors related to pressure capability and resistance are considered when analyzing the flexible-hose innercore for vibrations?,"2.3.3 Innercore | Analysis of flexible-hose innercore for flow-induced and mechanically induced vibration is the same as for bellows (sec. 2.2.1.2), with the exception that the braid restrains the convolutions to vibrate individually. Other considerations such as pressure capability, : corrosion resistance, manufacturing practices, and handling protection for flexible hoses are | similar to those for bellows (secs. "
What factors can lead to the failure of a nonmetal hose in a propulsion system?,"2.2.1.1, 2.2.1.4, 2.2.1.5, and 2.1 5.7} | 2.3.3.1 OPERATIONAL CAPABILITY Temperature extremes to which components are subjected in a rocket engine system usually | | will exempt a nonmetal hose from consideration. Even if the hose is suitable for conveying a particular fluid, then proximity to hot or cold running components, placement in view of | the exhaust plume, exposure to exhaust blowback, a test-stand fire, or exposure to cryogenic temperature could cause failure of a nonmetal hose. "
What phenomenon occurs in braided innercores that causes a compressive load and prevents constant radius bending?,"These adversities seldom pose | | problems with metal hoses. | | 85 | | ! | | | | ee . | | Annularly convoluted metal innercore is the predominant type of pressure-carrying member | in aerospace flexible hoses. The methods of stress analysis for bellows are applicable for braided-hose innercore; however, it cannot be assumed that the total live length will be active in bending. The “Chinese-finger-trick” effect of the braid, which causes a compressive load on the innercore OD, plus the bottoming out of the braid wires in bending, do not | permit a smooth arc (constant radius) deflection of the innercore. "
What challenges are associated with the end-fitting attachment of a helical metal innercore in specific applications?,"Helically convoluted metal innercore, although more readily available and less expensive | than the annular type, is not generally used in aerospace applications. The scarfed end of the innercore presents a difficult joint at the end-fitting attachment. Puddles of braze or weld | are required, with resultant poor control of quality. Torsional deflection imposed on the | hose during assembly creates a preload that tends to loosen end fittings if they are flared-tube threaded connections. "
What is the relationship between pressurization and twisting effects in flexible hoses?,"This same twisting effect is created when the line is pressurized. | Although some flexible-hose users insist that seamless tubing be used, no evidence has been | found in J-2, F-1, H-1, Atlas, or Thor programs to indicate that this practice is necessary. Seamless tubing is much more expensive than rolled and welded tubes, and since bellows are | rarely made from standard tubes, the lead time for special mill runs can be excessive. "
What fabrication method results in better uniformity of wall thickness compared to seamless tubing due to inherent eccentricities during tube forming?,"Rolled and welded tubes, fabricated properly with good fitup and welding, have proved to be very successful. The welds are X-rayed for quality verification and put through a torturous ordeal in the bellows forming process. If no leaks occur after forming, the assurance of high reliability is excellent. Also, the uniformity of wall thickness for rolled and welded sheet is | better than that achieved with seamless tubing because of ID/OD eccentricities inherent in tube forming. "
"What issues were experienced with tubular Teflon in rocket engines, particularly related to its structural integrity?","| Nonmetal innercore such as rubber or tubular or annularly convoluted Teflon has not been | | used extensively in rocket engine systems. Atlas, Thor, and F-1 engine experience with | tubular Teflon included problems of kinking, cracking, leaking, and burning (pin holes). Kinking, the most prevalent problem in Teflon hoses, results in increased differential | | pressure and possible fracture of the innercore. "
What issues can arise from the improper curing of a Teflon liner in relation to its structural integrity?,"Kinking problems have been resolved by the addition of an internal helical spring throughout the hose ID, mechanically attached to the end fittings. Another solution is convoluting of the innercore; however, the convoluted | Teflon type has limited pressure-carrying capability. Cracking because of embrittlement of the Teflon has occurred. Curing of the Teflon liner is critical, because if incorrectly accomplished, the liner is subject to longitudinal and radial cracking. "
What is essential for maintaining an effective seal in swaged end fittings on nonmetal hoses?,"Leakage of swaged end fittings used on all nonmetal hoses is a problem because of inherent } | design weaknesses. The mechanical seal arrangement in swaged fittings is dependent on initial | | | | 86 ) | | | | | | | | application of pressure during fabrication to seal properly. Torquing of this joint is critical, and if the torque is lessened either accidentally or during disassembly, the joint will leak. "
What material is used in the innercore to prevent static charge accumulation in Teflon hoses?,"Pinhole burning, presumably caused by electrostatic discharge from the liner to the braid, | has occurred with Teflon liners. This problem supposedly has been solved by impregnating | the innercore with carbon, thus making it conductive and presumably preventing accumulation of static charge. ! Despite all these problems, Teflon has been used successfully in some applications. The | Titan Ill engines use both normal (white) and carbon-impregnated Teflon flex hoses in sizes ranging from 3/8 in. "
What operating pressure was successfully used with Teflon hose on the S-IC stage of the Saturn vehicle?,"to 1 in. in diameter. About half of these are carbon impregnated; changes to the carbon type have been made only for new designs, since it has never been | conclusively proved that carbon impregnation is the solution to the problems of pinhole | burning caused by electrostatic discharge. On the S-IC stage of the Saturn vehicle, Teflon hose was used successfully with RP-1 at 2200 | psi operating pressure. "
What factors influence the bending moment necessary for shaping a flexible hose in an airborne hydraulic system?,"Teflon innercore has been used successfully for the airborne | hydraulic system on Centaur. | Rubber hose is limited to noncryogenic or non-high-temperature applications. Rubber is subject to age problems because its quality deteriorates with time. It also will swell when | subjected to trichloroethylene flushing; the swelling restricts flow and can cause failure of | the end-fitting joint. i 2.3.3.2 BENDING MOMENT The bending moment required to bend a flexible hose is a consideration because of the , loading applied to adjacent components. "
How does axial compression of the innercore affect the number of convolutions and bending stiffness in flexible hoses?,"For example, reduction of bending moments of flexible hoses that cross the engine gimbal plane reduces the actuator loading required to | gimbal the engine. Lubricants applied to braid wires and the outer surfaces of the innercore reduce bending moments. Compressing the innercore axially before installing the braid results in more convolutions per inch and a lower bending stiffness, at the expense of | increased weight and material cost. "
What role does the braid play in the performance of a flexible hose regarding buckling stability when under pressure?,"Innercore compression also improves the ability of the hose to withstand pressure impulses. | 2.3.3.3 BUCKLING STABILITY | Buckling stability, which is of concern in the design of a bellows, is not a source of concern | in the design of a flexible hose. The support that the braid provides for the innercore prevents buckling unless end attachments (on installation) prevent the braid from pulling | taut when the hose is pressurized. "
What material is predominantly used for the woven covering of hoses in propulsion systems to provide support and protection?,"87 | | | | | | | | a sete | 2.3.4 Braid The braid consists of a woven tubular covering that restrains the innercore against elongation while giving it lateral support and protection. Since the braid absorbs the entire | separating load, its strength largely governs the burst pressure* of a hose; stiffness and yield strength govern the length or stretch. The braid covering on the majority of hoses used in | rocket propulsion systems is woven of stainless-steel wire. "
What technique is employed to attach the braided section to the end fittings after applying a tensile load?,"Tubular braid may be woven directly on the innercore. For bellows-type innercores, however, the braid generally is woven in continuous lengths or sheaths that are cut as required and slipped over the bellows | | during assembly. Sections of braid are cut at a length slightly greater than that of the convoluted innercore. A tensile load then is applied to the ends of the braid section, and the | section is attached to the end fittings by brazing or welding. "
What is the consequence of wires within a braid bottoming out during angulation in terms of stress and fatigue life?,"The braid-weave pattern must be such that the wires will not bind or bottom out within the | angular-deflection design limits of a particular flexible section. If the wires within a braid bottom out against each other when the hose is angulated, further deflection will be | distributed over a shorter live-length section, the result being higher stresses and shorter fatigue life. Tubular wire braid is available in a variety of constructions. "
"What types of wire forms are mentioned, and what is a significant distinction between the “beamed” type and the alternative type discussed?","In addition to variations in numbers and diameters of wires, there are variations in the form or grouping of the wires, the weave, the braid angle, and the number of braid layers. The most commonly used form of wire is the “beamed” type in which each carrier bobbin of the braiding machine is wound | with a group of parallel wires called a “pick,” or an “end,” or a “carrier.” In another type, each pick consists of a number of wires that have been first braided into a flat braid before being wound on the bobbin. "
What two types of weaving patterns are commonly utilized in the manufacturing process?,"The size and number of wires per carrier are selected to obtain | flexibility and strength within the machine capabilities. | Two weaves are commonly used: plain weave, two-over/two-under; and diamond weave, | one-over/one-under. The term “basket weave” is loosely applied to any tubular braid. Plain | weave permits the greater number of wires and therefore the greater coverage. (Coverage is . critical in electrical shielding applications, but is of secondary importance in metal hose as | long as the mesh remains tight enough to retain the innercore.) Large braids are limited to | plain weave. "
What is the presumed angle that provides optimal flexibility along with strength and resistance for hoses containing a metal inner core?,"Diamond weave is the tighter construction. The cost of either weave is about | the same. Typical braid configurations are shown in figure 43. ) | The braid angle or helix angle is the angle whose tangent is the pitch divided by the braid circumferential length per pitch, the pitch being the axial distance taken by any given wire | | to make one complete turn. An angle of approximately 45° is presumed to give maximum flexibility consistent with good end strength and burst resistance for hose with metal | innercore. "
What is the highest pressure that a hose can withstand without experiencing fluid loss?,| “Maximum pressure the hose can retain without losing pressure or fluid. | | 88 | | ! | } | | eee eee wer nN ae eee ee Ge ae eee. CURR Rh eee | SS SS. 
What types of patterns are commonly utilized in the formation of tubular wire braids?,—— | \ | : Figure 43. — Typical weaves used in construction of tubular wire braid. | | 89 | |
What is the minimum degree traverse required along the length of a hose to ensure efficient wire usage?,"ee Ke BE For most efficient use of braid, the wires should make a traverse of at least 360° along the length of the hose. Less of a traverse results in high bending loads and excessive bending of individual wires at the attach points, thus causing fatigue failure. Sufficient wire | cross-sectional area, plus a suitable margin, is supplied to resist the pressure separating load of the bellows. | Multiple layers of braid may be used to achieve greater strength within wire-handling capacity of the braider and without too great a sacrifice in flexibility. "
What is the efficiency percentage assumed for the second layer of a braid in achieving load distribution?,"Because of the | difficulty in obtaining perfect load distribution between layers of braid, it is reasonable to assume that the second layer is only 80-percent efficient. | | Tubular braid is readily available in a variety of metals and sizes up to 18 in. in diameter. The tensile strength of stainless-steel braid wire is about 120 000 psi, although high-tensile | (up to 270 000 psi) braid is obtainable. "
"How is the final strength of a braid determined based on the total wire count, individual wire strength, and braid efficiency?","Tubular braid is identified or described as follows: ID X number of wires per carrier X number of carriers X diameter of wire X kind of | material. | The end strength of a braid may be calculated from the relation F, = 0 #, By sind (2) | where | | F, = braid end strength, lbf | | n = total number of wires in braid | F, = strength of a single braid wire, lbf | B, = braid efficiency (a factor providing for stress intensification in the braid and in | the braid attachment) | = 0.93 for annealed wire | : | = 0.85 for hard-drawn wire = 0.80 for a second layer , | | & = braid angle as defined previously (fig. "
What formula is used to determine the approximate increase in length of a metal braided hose when subjected to pressure?,"43), deg | | | 90 | | | | | | The burst pressure (as limited by braid end strength) of a bellows-type metal braided hose | may be found from the expression F, | Pp al Ate (3) | where P, = burst pressure, psi | | Ace = effective area of bellows, in.? 8) Dee | | zi m _ OD+ID | aoage where D,, ey | | The restraining force contributed by the bellows is practically negligible. The approximate elongation of the braid when the hose is pressurized may be calculated from the expression | , PL Acre | a re (4) | nEA, | where | | & = braid elongation, in. "
What assumptions are made regarding the stress level in a braid wire considering elastic behavior and slack?,"| P, = internal pressure, psi | | 2 = total length of one braid wire between end connections, in. , | E = Young’s modulus for a braid wire, psi | | A,, = cross-sectional area of each wire, in.” | It should be noted that this expression includes no allowance for slack in the braid. It also | assumes that the braid stress is within the elastic limit. References 126 and 127 present } | further information on braid design. "
What materials are used for braided hoses in the SSME due to corrosion issues with 300-series CRES braid?,"Braid wire is subject to corrosion; reference 128 presents a summary of a corrosion incident. Because of the experience with corrosion of 300-series-CRES braid materials and the | | | 91 | | exceptionally long life requirement of the SSME (100 missions), all SSME braided hoses are made of nickel-base alloys. } 2.3.5 End Construction | Two types of end construction (i.e., juncture of innercore, tube adapter, and braid), evolved ) after many years of experience, were used extensively on the J-2 and F-1 engines and on the S-II stage. "
"What type of construction is necessary for high-temperature applications, and what is the maximum diameter of lines that these designs can accommodate?","These constructions are (1) a welded and brazed design for use at temperatures | | less than 400°F (fig. 44(a)), and (2) an all-welded design for high-temperature (> 400° F) applications (fig. 44(b)); welded construction is required for high-temperature applications | because of the loss of strength of the braze material. These designs have been used successfully for lines up to 3 in. in diameter. "
What type of welding is utilized for attaching the pressure-carrier neck to the tube adapter in large-diameter hoses for specific feed systems?,: | A construction different from those described above is used on large-diameter (3%4- and 4-in. ID) hoses developed for the Atlas and Thor gimballing feed systems. The tube ID is large enough to permit a lap weld of the pressure-carrier neck to the tube adapter (fig. 44(c)). | This design is different from the brazed design used in the previously mentioned smaller sizes because it was developed in working with different suppliers. 
What methods have been utilized effectively for end constructions in rocket engine and vehicle applications?,"It is believed that the ! | designs for the smaller sizes can be extrapolated to larger diameters; however, there has been no practical experience with the larger diameters. | | Many other end constructions have been used successfully in rocket engine and vehicle applications. Some of these are shown in figure 45. | BRAZE — UZ 4 || : a rt Af UNS | FUSION WELD RESISTANCE (\ y WELDS J \ IY zg | a RESISTANCE WELD (a) ALL-WELDED CONFIGURATION (b) BRAID aealD wae | | BRAZE oa fests OE ai | FUSION WELD RESISTANCE WELDS (c) (d) | (b) (c) (¢) WELDED AND BRAZED CONFIGURATIONS | | Figure 45. "
What are the two types of welding methods used for different temperature ranges in small-diameter braided metal hose constructions?,"— General-purpose end constructions for braided hose. | 92 | , | | | OEE ae ee ee |e w aii See - ee ee ee a eee ae | ! COLLAR Pee BURNDOWN WELD | TUBE ADAPTER A ae BRAID | Ne | INNERCORE | —) < 2 Sa - _————_—_—_——— | HOLES FOR INSPECTION OF BRAZE PENETRATION (a) End construction for small-diameter braided metal hose | (temperatures from cryogenic to 400°F ) | BURNDOWN WELD | | FUSION WELD ""222 =: won = Sere NE N | | | | (b) End construction for small-diameter braided metal hose | (temperatures above 400°F ) | | | teh an : BRAZE WELD | (c) End construction for braided metal hose 3-in. "
What is a common issue with small diameter hoses that can lead to damage near the braid rings?,"1D and over | (temperatures from cryogenic to 400°F) | | | Figure 44, — Braided-hose end construction for specific applications. | | | | 03 | | | | | A common problem, especially with small (%4-in. diam.) hoses, is the overangulation and | subsequent braid bulging at the ends of the hose. A solution widely used with commercial elastomeric hoses is the placing of external coil springs over the braid for a few inches at each end of the hose; this practice precludes exceeding the minimum bend radius and damaging the hose or braid near the braid rings. "
What factors influence the moments necessary to bend braided metallic hoses according to their geometry and construction?,"| | 2.3.6 Bending Moment | The moments required to deflect braided metal hoses are a function of hose geometry and | construction (e.g., diameter, innercore thickness, number of plies, live length, number of layers of braid, number of wires and diameters) and operating pressure. Data on bending moments can be obtained from the manufacturer or by test. Figure 46 presents some typical | | values. ! | ref 10 [oo ize] ee] wre | emo [in ease | QJ x] 20] + | om waa | «| om | | | ‘8000 | 755] 1.000 013 4ax6x.012 | 4.50 | 2000 | 59 | @ © 1.70 | 2.18 010 AOXSX.016 13.00 o 72 + 48X11X.016 | = ® Ohlone | > | ov reser | 0 | om | | & @000 @)}ss0 4.00 008 48X13X.020| 10.50 850 | 40 | 3 @)+00| «50 o12 96x6x.025 | 12.00 | 1080 | 54 = s000 QJ] 5:00 12 96x6x.025 | 12.40 | 1060 | 56 | ee Q Rratudasne aici ae , ! g 2P81G } 3 x0 Q sf Abe Sasa oo ® © WN <3 q DEFLECTION ANGLE, DEG LencTH oo Figure 46. "
What is the primary purpose of a filter in a fluid system?,"— Typical bending moments for various configurations of braided metal hose. | | | 2.4 FILTERS The function of a filter in a fluid system is to reduce the amount of contamination in the | system to a level at which the remaining particles do not affect the performance | | | 94 characteristics of contamination-sensitive components. The filter must be of a size capable of removing the necessary amount of system-generated, built-in, or environmental contamination throughout the required service life without excessive increase in differential pressure across the filter element (refs. "
What are the two types of mechanical filter elements used for removing contamination from a fluid system?,129 and 130). Typical filter applications are summarized in table II. | 2.4.1 Filter Element Mechanical filter elements remove contamination from a fluid system by physically trapping the particles as they pass through the filter material. The filter element can be either a surface or a depth type. A surface filter performs its function by trapping particulate contamination on the upstream side of the filter surface at the inlets of the filter material | capillaries. 
How do the dimensions of a particle influence its removal efficiency by a depth filter compared to that of a spherical particle?,"A depth filter performs its function by trapping particulate contamination within the intricate capillary system of the filter material; it has the ability to remove particles with | one dimension significantly greater than either of the other two dimensions (e.g., fibers). The significance of longest or largest dimension for the particle as compared with the diameter of a spherical particle is emphasized in reference 131. "
What are the primary advantages of using surface filters in rocket systems regarding particle size control and cleaning efficiency?,"In rocket systems, most | surface filters have been woven wire cloth and most depth filters have been stacked etched | metal disks. Reference 12 contains excellent descriptions of various types of filters and filter | materials. | Surface filters have the following characteristics: @ Good control of maximum particle size | @ Easy to clean | © Thin cross section (necessary for design of maximum area configurations) | e Free from filter- material (media) migration and release of initial element | contamination. "
"What are the primary characteristics of depth filters compared to surface filters in terms of lifespan, weight, and particle size management?","| Depth filters have the following characteristics: | @ Longer life than surface type for equal area @ Thicker cross-sectional area than surface type, hence greater weight for equal area @ Generally poor control of maximum particle size, because of nonuniform pore 1 | size @ More efficient removal of fine particles for equal large-particle control | : 95 | | | | @ Tend to erode ® Prone to filter-material (media) migration and release of initial element contamination. "
What key characteristics of contaminants must be identified to select the most suitable filter design for an application?,"The majority of filters in use are of the surface type, primarily because they provide maximum surface area for minimum weight. Selection of the optimum filter design for a | given application requires a definition of the following parameters: | (1) Largest particle size that can be tolerated by the operating components (2) Amount and type of contaminant that will be encountered during service life, | including all cleaning and test fluids (3) Maximum pressure drop that can be allocated by the system (4) Space that can be made available within the system | Of these four basic variables, the first can be defined with a fair degree of accuracy, since the allowable particle size can be determined by a review of the clearances or the sizes of capillaries in a contamination-sensitive component. "
What must be considered regarding component malfunction severity related to particles on critical surfaces?,"A review of system-performance . requirements reveals the degree of severity of possible component malfunction due to the | entrapment of a particle on a valve seal or other critical surface. The second variable, | however, is more difficult to define because of the following factors: | ¢ The amount of contamination remaining after component cleaning and system flushing can be calculated only to an approximate minimum value. "
What factors must be analyzed to determine the optimal installation method for a filter within a system?,"@ The amount of contamination that is environmentally introduced during service and assembly is almost impossible to predict. ® During laboratory tests, the fluids and temperatures used for evaluation often | vary considerably from those encountered by the filter in service. | The third and fourth variables can be defined by performing a systems analysis and by making a trade study to determine whether it is more advantageous to have the filter externally mounted or to have it installed as an integral part of the component. "
What does the maximum particle size rating regulate regarding particulate contaminants allowed after filtration?,"2.4.1.1 FILTER RATING The filter rating is intended to specify the largest particle that can pass through the filter; , the rating thus determines the degree of protection for downstream components. Several | | | 96 | | | : different ratings are used in the filter industry; some tend to be misleading if not fully understood by the user. The most definitive of the various ratings is the maximum particle size rating (MPR), which controls the maximum (longest) dimension of any particulate contaminant allowed downstream of a filter. "
What is the difference between absolute and nominal ratings in filtration concerning particle retention and size specifications?,Other filter ratings commonly used are “absolute” and “nominal”. The absolute rating applied to a filter unit requires the unit to retain all spherical particles equal to or greater in size than the absolute rating. This rating controls only the second largest dimension of contaminant allowed downstream of the | filter. The absolute rating is often referred to as the glass bead rating (GBR). The nominal rating applied to a filter unit requires that the unit retain a certain percentage (by count or | by weight) of spherical particles or graded dust equal to or greater in size than the nominal rating. 
What type of test determines the maximum size specification of particles in filtration systems using identifiable contaminants?,"The nominal rating is always less than the absolute rating. The nominal rating is less well defined than absolute rating, and it is a relative indication of filter capability only. The use of nominal rating in the filter industry is becoming obsolete because of the ambiguity of | | its definition. | | The maximum particle size rating can be determined by test. The test involves the use of a | | readily identifiable contaminant that contains particles of various sizes and shapes. "
What method is used to evaluate the largest particle size captured by a membrane filter after filtration of a specified artificial contaminant?,A test | procedure for determining maximum particle size is described in reference 132. | The absolute rating (GBR) of a filter also can be determined by test. Tests are based on | | filtration of an artificial contaminant (glass beads) under specified test conditions. Effluent containing artificial contaminant that has passed through the test filter is collected. The | artificial contaminant is passed through a membrane filter and the particles held on the | membrane are scanned for the largest particle (ref. 
What method is used to determine the average pore size of filter cloth but is not widely utilized due to mercury toxicity?,"133). Since approximately 60 percent of the beads required for testing a 15-u filter fall in the 25-u range or smaller, they tend to | coagulate on the membrane and obscure beads that are larger. The test procedure most | often utilized is well defined in reference 133, but provisions for preventing coagulation are | lacking. A means of determining nominal (average) pore size is the mercury intrusion method, which is not in general use because of the toxicity of the mercury and is applicable only to filter cloth in the flat state. "
What two types of wire cloth are mentioned in relation to the correlation between maximum particle size rating and absolute rating?,"A detailed explanation of the mercury intrusion test is presented in | reference 12 (sec. 15.8.5.2). Although the use of absolute rating (GBR) is more prevalent, the maximum particle size rating (MPR) is a truer indication of the protection afforded to downstream components. A correlation between MPR and GBR has been established for both twilled double Dutch weave (TDDW) and plain Dutch single weave (PDSW) wire cloth (ref. "
What is the relationship between the maximum particle size rating and the absolute rating in terms of size comparison?,"132), viz., the maximum particle size rating (MPR) is approximately 2.5 times the absolute (GBR) rating. As an example, a filter element using TDDW wire cloth having an absolute rating of 10p will | permit the passage of particles up to 25u into the downstream system. The correlation between MPR and GBR for other types of filter elements (e.g., etched disk) needs to be | established by test for each particular type. "
What type of test is correlated with a nondestructive method to verify absolute ratings for manufacturing filters?,"Reference 132 lists the correlation factors for a limited number of filter materials and kinds of construction. a7 | | | Maximum-particle-size tests are not practical for acceptance testing of production filters. | The glass bead test is a destructive type of test and is never used as an acceptance test; however, correlation with a nondestructive bubble-point test permits verification of absolute rating for production filters. "
What effect does pore size have on the pressure needed to initiate bubble formation in a wetted filter during testing?,"The bubble-point test consists of wetting the filter with a liquid of known surface tension and then determining the gas pressure required to force a bubble through the wetted pores. The larger the pore, the lower the pressure at which a bubble or stream of bubbles will form. The detailed procedure is described in reference 134. 2.4.1.2 SYSTEM CONTAMINATION/FILTER AREA The primary function of a filter is to prevent damage to contamination-sensitive components in the fluid system. "
What factors must be considered to accurately predict the required filter area for minimizing contaminants in a system's operating fluid?,"To ensure reliable performance of a system, it is necessary to reduce the contaminants that are entrained in the operating fluid to a level at which the | remaining particulate matter will not cause damage to the critical operating components. | The determination of how much filter area is needed is based on accurate prediction of the amount of system contamination that can be expected for any given application. "
What challenges arise in accurately forecasting system contamination due to different methods used in manufacturing and building components?,"Several companies and universities have been working on the problem of accurately predicting system contamination, but as yet no real solution is in sight. There appears to be no correlation between the actual and predicted amounts, sizes, and types of contaminants; the reason may be the variation in techniques utilized in manufacturing and building systems and components. A detailed description of some of the problems encountered may be found in references 135 through 138. "
What are some consequences of arbitrary compromises in determining contaminant levels in filter service life?,"The lack of a realistic basis for determining the amount or makeup of contaminant that is likely to pass through a filter during its service life has led to some arbitrary compromises. | In order to demonstrate that sufficient filter area has been provided for a particular design, a | specified amount of contaminant is required to be retained by the filter without exceeding some maximum differential pressure (contaminant tolerance). "
What are the two commonly utilized test contaminants for evaluating filter particle retention capabilities?,"The most frequently used test contaminants are AC-Fine and AC-Coarse dusts.* The two dusts may not ideally represent the true makeup of system contamination, but they do provide a baseline material for evaluating the ability of a filter to retain particles presented to the upstream side under flow conditions. The amount of dust to be presented to the filter is also an arbitrary compromise. | Reference 132 provides an excellent source of information on tests that were performed to | determine the contaminant tolerance of various filter materials for both gaseous and liquid , flow. "
"What type of particles caused the filter failures during engine testing, which were smaller than the absolute rating of the pneumatic filter?","A good example of a filter problem related to unpredictable system contamination occurred on the SSME. The main pneumatic filter had satisfactorily demonstrated its ability to retain a specified amount of AC-Coarse dust without creating excessive differential pressure. When engine testing began, several filter failures were caused by the sudden accumulation of fine contaminants (smaller than the absolute rating (GBR) of the filter) that plugged the pores | *These test dusts are Natural Arizona Dust supplied by General Motors Phoenix Laboratory and classified to specific | particle-size distributions by the AC Spark Plug Division of General Motors Corporation. "
"What is the definition of the amount of contaminant left in a filter after cleaning, which may migrate into the subsequent system?","98 | | | | : and greatly increased the filter differential pressure. As a consequence of the higher | pressure, several filter elements ruptured. The source of the contaminants was the test facility plumbing. To resolve the problem, the quality of filtration in the test facility was made better than the quality of filtration called for in the engine system. 2.4.1.3 RESIDUAL FILTER CONTAMINATION | | Residual contamination is the amount of contaminant remaining in the filter after final cleaning that can potentially slough off and pass into the downstream system. "
What factors influence the efficiency and cost of the final cleaning process for filters in manufacturing?,"Contaminant | particles are accumulated by filters during the various stages of manufacturing. A last-stage | cleaning of the filter removes some percentage of the particles, the amount depending on | how rigorous the cleaning process is. To facilitate final cleaning, it is desirable therefore to | | limit the amount of contaminants accumulated by the filter during manufacture. Cleaning processes are expensive, and when a filter has accumulated a great deal of contaminant the | cost of final cleaning can often exceed fabrication costs by several orders of magnitude. "
What factor significantly influences the rate at which particles are released from a filter during its manufacturing process?,"To | limit the accumulation of particles during fabrication, assembly, and testing of filters, it is necessary to control the environment during these stages of manufacturing. All filters used in the Space Shuttle flight system must conform to the requirements of reference 131 to | minimize residual contamination. The cleanliness level (residual contamination) actually is a measure of the particle release rate of the filter and therefore is greatly affected by the | intensity of the sampling method. "
What is the relationship between operating environment severity and the potential for particle sloughing in filtration systems?,"Normal practice is to test only the effluent side of the filter for particle release while subjecting the element to a sonically-induced cavitational | field (ref. 139). It should be emphasized that cleanliness levels specified for filters are only | an indication of particles that can potentially slough off. If the operating environment is not | as severe as the sampling method, the potential for sloughing particles decreases | proportionately. "
Which filter materials are prone to particulate contaminant presence due to their manufacturing method?,"2.4.1.4 FILTER MATERIAL AS CONTAMINANT Media migration is a commonly used term for the presence in the system fluid of particulate | contaminant identifiable as originating in the filter element or filter-supporting structure. Some filter materials are subject to media migration more than others because of the ! method of manufacturing. Filter materials subject to migration are sintered porous metal, pressed paper, matted fiber, glass fiber, sintered plastic, fired porcelain, bonded carbon, and bonded stone (ref. "
What testing methods are commonly used to assess media migration in terms of thermal conditions and mechanical disturbances?,"12). Methods of testing for media migration vary considerably, and standards for verification of migration vary even more. In general, the most accepted method involves a combination of | thermal-shock and vibration tests. A filter is exposed to its lowest service temperature for a | period of time and then is rapidly transferred to its highest service-temperature environment | for an equal period; this procedure is repeated for several cycles. After the thermal shock | , | 99 | | | | | } N. "
What method is used to analyze particles collected from a fluid after a vibrating test on a filter?,"tests, the filter is subjected to a vibration environment commensurate with its serviceenvironment for a specified period of time. On completion of testing, the filter is flushedwith a specified amount of fluid (usually 500 ml of Freon TF); the fluid is collected andpassed through a 0.454 membrane pad. The membrane pad then is analyzed for particles"
What types of materials are mentioned as being part of the sample collected?,"identifiable as filter or supporting-structure material. Unfortunately, the sample collected is | composed not only of possible media particles but also has residual-contamination particles."
"What analysis is necessary when particles are metallic, and how should the filter material be treated in relation to remaining substances?","In the simplest case, if the particles are all nonmetallic and the filter is constructed entirelyof metal, it can be concluded that no media migration has occurred. If the particles are |metallic, further analysis is required, and filter material must be distinguished from residual"
What type of equipment is used to identify individual particles in a representative sample?,Individual particles from a representative sample of the pad can be identified with | | equipment such as an electron microprobe X-ray analyzer. Comparison of the chemical
What factors contribute to the high cost and time consumption of particle analysis for assessing media migration?,analysis of a representative number of the particles with the filter-material chemistryprovides the basis for determining if media migration has occurred. This kind of analysis is | expensive and time consuming and is resorted to only when a visual microscopicIt has been the practice on occasion to utilize the cleanliness-level (residual contamination)
What is the criterion for a basis to be considered valid for verifying media migration?,requirements as the basis for media-migration verification. The basis is acceptable so long as
What demonstrates that the hydraulic filter for the SSME meets cleanliness-level standards without media movement?,"the actual residual-contamination particle counts fall well below the maximum particlecounts specified. If the cleanliness-level requirements are stringent, the above method is not : used. For example, the hydraulic filter for the SSME satisfactorily demonstrated no media |migration. The pneumatic filter for the same engine had more stringent requirements, and !"
What action must be taken if the particle counts after a test surpass the permitted cleanliness levels?,the post-test particle counts exceeded the cleanliness allowable counts. It was necessary to
