anchors,positives
Calculate the maximum allowable distance between fastening elements if the diameter is 0.007938 meters and the additional term is 0.012 meters.,"The ultimate load stress at the same point results from 1.5 x 1.1 x 8.275 x 108 = 1.365 x 10° N/m? The value computed above is less than the minimum ultimate strength (0, = 1.379 x 10° N/m?) of the material chosen. Therefore, the design resulting from the preceding calculation is acceptable. The maximum spacing between the bolts is computed by using the following equation P, = 2d +T = 2 x 0.007938 + 0.012 = 0.02788 m The required number N of bolts results from the following equation NP, =1Dg which, solved for N, yields D. "
"Calculate the ultimate loading on each bolt if the minimum required load is 6.321 x 10° N, considering multipliers of 1.5 and 1.1.","3.1416 x 0.2286 N= Bb 8 EOE = 25.16 © 26 P, 0.02788 The minimum required value of the bolt loading (W,, = 6.321 x 10° N) has been computed above by using the maximum transient pressure (p = 1.207 x 107 N/m’). The required ultimate bolt loading can be computed as follows 1.5 x 1.1 x 6.321 x 10° = 1.043 x 10°N Consequently, the ultimate loading on each bolt is 1.043 x 10° aX = 4.012 x 10'N 26 This value is smaller than the ultimate bolt load (4.565 x 104 N). "
"What is the necessary pre-load for a bolt in terms of Newtons, given the values provided?","The required pre-load on each bolt is 5 Wo _ 6321 x 10"" _ 5-431 x 10°N N 26 7.10 Design of a Flange Joint 729 The preceding description and the related examples of calculation refer to a. "
What are the commonly utilized sealing elements in flange connections to ensure a leak-proof joint?,"common type of flange joint, but not to all types. Other types of flange joints havebeen illustrated in Sect. 7.4. Methods of calculation for such types of joints areGaskets are used as static seals. The following types of gaskets are generally used"
What type of gasket is known for requiring higher tension on bolts and showing less tolerance to temperature variations?,"Gaskets of the annular-ring type are the most widely used for bolted flanges. Pressure-actuated gaskets use the internal pressure of the fluid as an aid to the sealing action. Full-face gaskets generally require higher bolt loads than is the case with annular-ring gaskets. Full-face gaskets are scarcely tolerant to thermal gradients, and have a tendency to concentrate the loads at the bolt holes and at the portion of the gasket outside the bolt circle. "
What temperature range is considered to be unsuitable for certain gaskets in non-critical applications?,"These gaskets are largely used for non-critical service conditions, but rarely used for service conditions involving either high (above 505 K) or cryogenic (below 122 K) temperatures, or relative pressures above 2.068 MPa [2].. "
What factors influence the thickness selection of a gasket in a flange joint to ensure proper sealing and stability?,"A gasket used for a flange joint should be thick enough to provide adequate conformity to the surfaces of the metallic parts of the joint, because thicker gaskets are generally better suited to conform to surface scratches and to compensate for sealing waviness. However, the same gasket should be thin enough to provide stability to the joint and to prevent blow-out when residual stresses are low and internal pressures are high [2].. "
"What materials are used to create O-rings in gaskets, and what temperature range do they operate effectively?","Gaskets of a common type have O-rings made of elastomeric materials, which are natural or synthetic rubbers. They are used over a temperature range going from 211 to 505 K for long periods of time, and at higher temperatures for shorter periods of time [11]. At low temperatures, the elastomeric O-ring is installed between thin foil films, or is coated with indium, which remains ductile at such temperatures, as shown in the following figure, re-drawn from [2].. "
What method is used to achieve the initial seal of an elastomeric component during installation?,FOIL 6 oe ELASTOMERIC OR O-RING FILM —— 730 7 Interconnecting Components and StructuresThe initial seal is obtained by compressing the elastomer to the desired position of installation. The pressure on the flange ring in service causes the elastomer to conform completely to the flange at the leak path.
What percentage range of squeeze is necessary to prevent damage and leakage in elastomeric O-ring gaskets during installation?,"Elastomeric O-ring gaskets can be used over a wide range of pressures and are high reliable when installed properly. Incorrect installation can cause damage or improper squeeze or extrusion to the elastomer, with consequent leakage. The squeeze required to prevent damage while at the same time preventing leakage due to insufficient pressure ranges from 8 to 32%. O-ring extrusion and consequent nibbling of the elastomer occur when the clearance between the retaining members permits the elastomer to be forced into the clearance. "
What method can be used to prevent the trapping of elastomers and subsequent shearing when pressure decreases?,"When the elastomer becomes trapped, it is nibbled or sheared off when the pressure decays. Extrusion can be prevented by combining properly clearances and hard elastomers [11].. "
What are the characteristics of elastomeric materials used in seals that are integrated into machined grooves in flat plates?,"Elastomeric materials for flanges can also be used in moulded-in-place seals, which are flat plates having elastomeric inserts moulded into machined grooves, as shown in the following figure, due to the courtesy of NASA [11].BOLT HOLES ——— ————— = aoe —>& SEAL WEB RETAINING PLATE"
What mechanism initiates the sealing action in specific devices due to the compression of a flexible material?,"In these devices, the initial sealing action is due to the compression of the elas- tomer, and the subsequent sealing action is due to the pressure in service, which forces the elastomer against the flange at the leak path."
What benefit does a moulded-in-place seal offer regarding the utilization of flat-faced flanges compared to a conventional sealing method?,"A moulded-in-place seal has the following advantages over a conventional O-ring: e the thickness of the metal plate controls the amount of squeeze on the elastomericportion of the seal, thereby permitting the use of flat-faced flanges on both sidesof the seal, and making it unnecessary to machine an O-ring groove in one of the flanges; and"
What type of hardware installation method allows for easier placement between two supportive structures?,"© itis easier to install in large and cumbersome hardware, because it can be installed laterally between two flanges. 7.11 Gaskets and Other Seals for Flange Joints 731"
What type of seals were effectively utilized in the fuel system of the F-1 rocket engine?,Moulded-in-place seals have been used successfully in the fuel system of the F-1 rocket engine [11].
"What are the preferred applications of metallic O-rings in engineering, particularly regarding rigid flanges and limited space environments?",Metallic gaskets can be used at both cryogenic and high temperatures. These gaskets require high seating loads and are scarcely apt to follow flange deflection. Metallic O-rings are used in rocket engines particularly where the flanges or the mating surfaces are very rigid and connected with ample bolting [11]. Metallic O-ring perform satisfactorily in these conditions and offer the advantage of small cross sections where space is limited. They can be either Teflon®-coated for use at cryogenic temperatures or soft-metal plated for use at high or cryogenic temperatures.. 
"What materials make up the construction of spiral-wound gaskets, and what shape is the metallic component?","Spiral-wound gaskets (see Chap. 5, Sect. 5.8) are made of a V-shaped ribbon of stainless steel wrapped spirally with a soft filler of either graphite or Teflon® between the turns, as shown in the following figure, adapted from [11].TEFLON FILLER (BETWEEN CONTINUOUS STRIP) STAINLESS STEEL CONTINUOUS STRIP (SPIRAL WOUND)"
What issue arises from elevated edge loads on steel ribbons in high-temperature applications related to sealing effectiveness?,"These gaskets were used extensively in rocket engines for both cryogenic and high (up to 811 K) temperatures. They need heavy, rigid flanges and high bolt loads (of the order of magnitude of 5 x 10° — 7 x 10° N per metre of circumference). The high loads at the edges of the steel ribbon caused marring of the mating flanges and reduced the possibility of achieving a good seal when the joint was re-assembled [11]. "
What are the applications of spiral-wound gaskets in industrial settings where leakage is acceptable?,"Spiral-wound gaskets are still used today where leakage is tolerable, which happens in isolate engine locations and in large diameters, where they have a cost advantage over more sophisticated machined seals.. "
What were the temperature and pressure ranges for hot gases where pressure-actuated seals are effective?,"Pressure-actuated seals were originally developed for cryogenic temperatures. Later on, they were modified for hot gases. They have been used extensively in the J- 2 and F-1 rocket engines. Their range of use includes cryogenic fluids at temperatures 732 7 Interconnecting Components and Structures as low as 20 K and pressures as high as 27.56 MPa, and hot gases at temperatures up to 1033 K and pressures up to 10.34 MPa [11].. "
What causes the enlargement of the cross section in pressure-actuated seals?,"Pressure-actuated seals are more complex to manufacture and more expensive than those using elastomeric materials, and therefore are used only when those of the latter type cannot meet the requirements. The cross section of a pressure-actuated seal expands due to the internal pressure exerted by the fluid carried in the duct, and this expansion generates the seal. The deflection of the sealing face is larger than the deflection permissible in an elastomeric material. "
What type of seal is described as being pressure-actuated and can potentially reduce the rigidity and weight of a flange?,"Therefore, a flange using a pressure-actuated seal can be less rigid and heavy than one using an elastomeric seal. A pressure-actuated seal of the cantilever (U-shaped) type is shown in the following figure, due to the courtesy of NASA [28].. "
What is the significance of internal fluid pressure in relation to system performance and stability?,"imi ZG VY / Ys at fix 8 7, : . "" i fof § PLP LS Sh oa ZZ YON ZL 2 °F eae Internal fluid isd pressure OL B 1 Zi PT) A ag SSR h = a —— SS"
What shape can the cross section of a pressure-actuated seal take besides U-shaped?,"The U-shaped seal sits in a recess of the flange. The cross section of this seal has a web and two legs, each of which has a small tip at its end. The U-shaped seal is supported at the lips and at the outer surface of the web. The internal pressure of the fluid pushes the lips toward the inner surfaces of the flange, thereby exerting the sealing action. The dimensions of the cross-section of the seal are usually much smaller than the inside radius of the seal, and the legs of the seal are much more flexible than the web [28]. The cross section of a pressure-actuated seal may also be C-shaped (open O-ring) instead of U-shaped.. "
What are the benefits of using pressure-actuated seals in comparison to traditional O-rings in applications involving flange connections?,"According to [28], pressure-actuated seals have the following advantages over elastomeric or metallic O-rings: 7.11 Gaskets and Other Seals for Flange Joints 733e high resiliency in seal and low clamping pressures, which result in lightweight flanges;e external load taken by other components of the connector;¢ use of available pressure to increase sealing; and"
What term describes the capacity to mitigate adverse impacts of severe temperatures by maintaining consistent performance?,"e reduction of negative effects of extreme temperatures, due to the ability of the seal to “follow through”."
What is the maximum pressure limit for metallic seals used with cryogenic fluids in aerospace applications?,"Pressure-actuated seals used for ducts carrying cryogenic fluids are generally coated with Teflon® or with metallic plates. Metallic pressure-actuated seals have been employed in the RS-25 engines of the Space Shuttle. They have been used for cryogenic fluids at temperatures as low as 20 K and pressures up to 62.05 MPa, and also for hot gases at temperatures up to 1255 K and pressures up to 42.75 MPa. "
What materials are used to enhance the sealing properties of metallic seals in terms of weight reduction and envelope size?,"The metallic seals have been made of Inconel® 718 plated with silver or gold to provide a soft sealing material at the interface [11]. A groove-type seal, shown in the following figure, adapted from [11], is used to save weight and provide a small envelope.. "
What component is utilized to prevent fluid escape in a crossover passage using a specific type of sealing mechanism?,LEAKAGE MONITORING TUBE CROSSOVER PASSAGE HI} PINNNNSG THIN SOFT GASKET~_(= NNN =e = INS = H i} y =. INNS tae N IN GROOVE SEAL
What material typically encases the core component in seals designed for low-temperature fluid applications?,"Plastic spring-loaded seals have been developed for fluids at cryogenic temper- atures. Such seals are made of a jacket of plastic material, usually Teflon®, which covers a core of metallic spring. The spring provides the force required for the initial seal and also the forces necessary to compensate for dimensional changes resulting from thermal expansions and contractions. These seals are pressure-actuated, and therefore the sealing load increases with pressure.. "
What type of seals are primarily utilized in rocket engines with storable propellants when elastomeric materials are incompatible?,"Plastic spring-loaded seals are less reliable than metallic pressure-actuated seals at cryogenic temperatures, and are therefore used principally in rocket engines fed with storable propellants, when elastomeric materials are not compatible with such propellants. 734 7 Interconnecting Components and Structures"
"What type of seal is utilized for flanges, specifically described as radial?","A seal of the radial type used for a flange is shown in the following figure, due to the courtesy of NASA [11]."
What type of bolts are primarily subjected to axial load and radial forces in mechanical applications?,"\ Y FLANGE BOLTS AUN G) Ants AXIAL LOAD —— NJ [ RESULTANT Z N SEATING FORCE Uy, Z IN x AL RADIAL LOAD VA, 2 i NX] 4 N N WAY XN N A 4 aE EES oe RADIAL SEAL— —————— TON” Zn ne N ‘ ) as N ta"
How does the axial load affect the radial load in a flange seal during the installation process?,"In this seal, the axial load acting on the flange is converted to a radial load acting on the interface through a toggle action within the structure of the seal. The two pieces of the flange joint are designed to confine the outer diameter of the seal, so that radial interference occurs and plastic flow of the seal takes place when an axial load is applied to the joint during installation. The plastic flow makes the seal not re-usable, but the two pieces of the joint are re-usable after installation of new seals. "
What is the range of axial load per unit length needed for the installation of a radial seal?,The magnitude of the axial load per unit length required to install a radial seal ranges from 87500 to 105000 N per metre of circumference.. 
What type of joint is considered for a flexible duct at the oxidiser pump discharge in a rocket engine?,"A type of radial seal, the Conoseal® (described in [30]), has been used in some rocket engines (such as the M-1 engine and the Titan engines) and for some rocket vehicles (such as the upper stages S-IV and S-IVB) to seal flange joints for ducts carrying cryogenic propellants, storable propellants, and hot gases [11]. 7.12 Design of a Bellows Joint for a Flexible Duct 735 712 Design of a Bellows Joint for a Flexible Duct In the present paragraph, we consider a bellows joint with restraining linkage for a flexible duct at the discharge of the oxidiser pump used in a rocket engine. "
What is a bellows joint primarily used for in mechanical applications?,"The bellows joint is shown in the following figure, adapted from [1]. IS OT I hcf Ay {PALE LE ff ALE PELL, \ = Lil HMM: 4 - —— ie xX i . — = Sy \ ‘ y) ar a ). "
What is the value of the ply inter-reaction factor for bellows constructed with three or more plies?,"The equations considered below use the following symbols: C, is the correction factor of the bellows wall-thinning; C, is the ply inter-reaction factor (whose values are 1.00 for one-ply bellows, 0.90 for two-ply bellows, and 0.85 for three-or-more ply bellows); d, (m) is the outside diameter of the bellows; d; (m) is the outside diameter of the convolution root of the bellows; dj, = [(d? + @2)/2]? (m) is the root-mean-square diameter of the bellows; dy (m) is the mean diameter of the duct; E (N/m?) is the Young modulus of the material of which the bellows is made; e, (m) is the axial deflection of the bellows; e;, (m) is the equivalent axial deflection of the bellows due only to bending; e, (m) is the equivalent axial deflection of the bellows due to parallel offset; e, (m) is the equivalent axial deflection of the bellows due only to shear; F; (N) is the shear load; F, (N) is the pressure separating load; G (N/m?) is the shear modulus of elasticity of the material of which the bellows is made; h = (d, — d;)/2 (m) is the mean height of the convolutions of the bellows; L (m) is the axial length of a convolution of the bellows; Lz = (N. "
What is the significance of the axial spring constant in the context of bellows design?,"— %2)L + Npt (m) is the free axial length of the bellows; N,. is the number of convolutions of the bellows; N, is the number of plies; f (m) is the thickness of the wall of the bellows; Ly (m) is the axial length of the rigid duct; M (Nm) is the bending moment; p (N/m?) is the internal or external pressure of the fluid; p., (N/m?) is the critical pressure for stability of the bellows; R, (N/m) is the axial spring constant of the bellows; R, (N/m) is the bending spring constant of the bellows; R, (N/m) is the parallel offset spring constant of the bellows; R, (N/m) is the shear spring constant of the bellows; R, (Nm/rad) is the torsional spring constant of the bellows; o», (N/m?) is the bulging (meridian) stress of the bellows; a ;, (N/m”) is the hoop (circumferential) stress of the bellows; 0, (N/m?) is the motion stress of the bellows; 0, (N/m?) is the shear stress of the bellows; o; (N/m?) is the torsion stress of the bellows; T (Nm) is the torsional moment; 7. "
What is the significance of the Poisson ratio in determining the critical stability torsional moment of a bellows structure?,(Nm) is the critical stability torsional moment of the bellows; v is the 736 7 Interconnecting Components and Structures Poisson ratio of the material of which the bellows is made; y (m) is the transverse deflection of the bellows; 6 (rad) is the bending angle of rotation; and ¢ (rad) is the torsional angle of rotation.. 
What is the range of wall thickness reduction for bellows during the thinning process?,"Bellows are formed by applying hydraulic pressure to tubes of the same diameter d; as the bellows diameter at the root of the convolution. The thinning process of the wall of a bellows starts at the original thickness of the material at the root of the convolution, and reduces approximately linearly the thickness to its minimum value at the outside diameter d, of the convolution. The amounts of thinning range from 10% to 40% [3]. The effects of thinning are taken into account by applying the thinning correction factor to the bellows design.. "
How is the axial spring constant R for steel and nickel alloys calculated according to the principles outlined by Huzel and Huang?,"For the bellows design, we use the following equations indicated by Huzel and Huang [3].For steel and nickel alloys, the axial spring constant R, (N/m) is expressed byR= 1.49C,C,N, Edt? “ N13 For aluminium alloys, the axial spring constant R, (N/m) is expressed by R= 1.23C,C,N, Edjt? ‘ N.h3"
How is the correction factor C determined in relation to the percent thinning x for the bellows?,"The value of the correction factor C, in the two preceding equations can be deter- mined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial"
What is the equation used to calculate the percentage thinning in relation to time variables ti and tj?,"C,(x) = —0.0001333x? — 0.01133x + 1 The percent thinning x is defined as follows ti — t, x= (*) 100 tj"
What is the formula to calculate the correction factor related to percent thinning in bellows design?,"where the thicknesses f; and t, are shown in the following figure. 7.12 Design of a Bellows Joint for a Flexible Duct 737 fo f Bulging (meridian) stresses a, (N/m?) are the radial bending stresses induced in the side walls of the bellows by internal or external pressure. They are expressed by C; p h? op = —— ""ON, 2 The value of the correction factor C; in the preceding equation can be determined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial C,(x) = 0.0004 x? + 0.01x +1 The values of 0», should be kept below those given in the following table, adapted from [3], which indicates mechanical properties of some materials used for bellows. "
What is the allowable motion stress in MPa for Inconel 718 under a specified thickness of less than 0.3048 mm?,"Material Yield Limiting bulging stresses. MPa Allowable motion stresses, strength, MPa MPa t<0.3048mm | t20.3302mm | 1000 | 10,000 | 100,000 cycles | cycles cycles 321 and 347 269 965 827 1430 1030 634 stainless steels A-286 1240 1310 1030 1030951 Inconel 718 | 1170 1310 1030 1030951 Inconel X-750 1310 1030 1030951 6061-T6 276 448 448 731 469 193 aluminum alloy Bellows are subject to separating loads, because they are loaded by pressure and also by the axial force acting along the duct. "
What formula is used to calculate the circumferential stresses in a bellows when given specific parameters?,"The pressure separating loads F,, (N) 738 7 Interconnecting Components and Structures are expressed by p= Pldn = 4a) a The hoop (circumferential) stresses o), (N/m?) in a bellows are calculated as follows cs P dn = oo "" 2N,t(¥—14+ *). "
"What type of stresses arise from the bending of bellows side walls during axial deflection, and how should these be managed in relation to the material's strength?","The values of these stresses should be kept below the yield and ultimate strengths of the bellows material by a given margin.Motion stresses o,, (N/m?) due to axial deflection of the bellows are caused by bending of the side walls of the bellows. For steel and nickel alloys, motion stresses due to axial deflection are expressed by"
How are motion stresses associated with axial deflection quantified in aluminium alloys?,"For aluminium alloys, motion stresses due to axial deflection are expressed by"
How can you find the correction factor using the percent thinning associated with specific bellows?,"The value of the correction factor C, in the preceding equation can be determined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomialAllowable motion stresses for bellows materials, depending on their design cycle life, are given in the preceding table."
How can non-axial movements of bellows be transformed into a corresponding axial displacement for stress calculation purposes?,"Motions of the bellows due to other causes than axial deflection (for example, angular motion and parallel offset motion) can be converted into an equivalent axial deflection of the bellows. By so doing, the two preceding equations expressing 0, can also be used to calculate the corresponding motion stresses, as will be shown below."
What equations can be employed to calculate motion stresses in bellows experiencing pure bending?,"In case of bellows subject to pure bending, the corresponding motion stresses 0», can be computed by using the following equations"
What is the polynomial equation used to determine the correction factor for percent thinning related to bellows?,"RuM a? Ry ""6 8 1. eo = zam sin 0 7.12 Design of a Bellows Joint for a Flexible Duct 739 1.40C, Et Om = ee for steel and nickel alloys Nh? 1.78C, Ete, for alumini 1 On = NR or aluminium alloys where the value of the correction factor C;, in the preceding equations can be deter- mined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial C,(x) = 0.000067x?—0.0023x + 1.02 In case of bellows subject to pure shear, the corresponding motion stresses 0», can be computed by using the following equations Rae 3d3 Ra “y  8L2 6= 4FsLa R,d?2, 3dny =F L, 1.40C, Et On = a Tes for steel and nickel alloys Nh? 1.78C, Ete, for alumini tl On = Nae or aluminium alloys where the value of the correction factor C;, in the preceding equations can be deter- mined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial C,(x) = 0.000067x?—0.0023x + 1.02 Incase of bellows subject to parallel offset, the corresponding motion stresses 0, can be computed by using the following equations R= Fy 3d;,Ra oy 2L2 FyLa 3d? yRa M=4—“=4-"" % 2 4L2 740 7 Interconnecting Components and Structures 3dmy ey = — pe 2La 1.40C, Ete, for steel and nickel all On = Whe or steel and nickel alloys 1.78C, Et On = LBC Etey for aluminium alloys Nh? where the value of the correction factor C;, in the preceding equations can be deter- mined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial C,(x) = 0.000067x?—0.0023x + 1.02 In case of parallel offset of articulated bellows (two bellows, each of which L, in free length, separated by a rigid duct L; in length), the corresponding motion stresses © m can be computed by using the following equations R Fs 3d;,Ra °'y ~ 2(4L2 + 6LaLs + 3L3) Mae filet be) 4 Sdn la + bey Re 2 4(4L2 + 6LaLy + 3L}) 2 = —34n( La + Lo)y P 422 + 6LqLy + 3L} 1.40C, Ete, . "
What is the polynomial used to determine the correction factor based on the percentage thinning related to the bellows?,"Om = ———.— for steel and nickel alloys Nh? 1.78C, Et On = LBC Etey for aluminium alloys Nh? where the value of the correction factor C;, in the preceding equations can be deter- mined by substituting the value of the percent thinning x, relating to the bellows of interest, in the following polynomial C,(x) = 0.000067x?—0.0023x + 1.02 The torsional stresses o, (N/m?) in a bellows are calculated by using the following equation 2T oo = —— ‘NN prd?t and the torsional spring constant R, (Nm/rad) of the bellows is 7.12 Design of a Bellows Joint for a Flexible Duct TAL pa = 2GaitNy ""@ AQh+057L)N,. "
What type of failure occurs in a restrained bellows when internal pressure exceeds a critical threshold?,"A restrained bellows, if pressurised internally beyond a critical value p,, (N/m?), is subject to an instability failure of the same type as a buckling column. The critical value of internal pressure results fromA bellows, if pressurised externally beyond a critical value p., (N/m2), is subject to buckling in the same manner as a thin cylinder. The critical value of external pressure results from"
What type of loading causes similar buckling behavior in a bellows as pure torsion does?,"A bellows, if loaded by pure torsion, buckles in some manner as one loaded by"
What is the formula used to calculate the critical value of torsional moment based on internal pressure and radius?,"internal pressure. The critical value T.. (Nm) of the torsional moment results from I To = 574m R,"
What experimental method determines the range of correction factors for critical pressure and torsional moment in bellows subjected to angular and offset deflections?,"The critical pressure p,, and the critical torsional moment 7, have smaller values than those resulting from the preceding equations, in case of bellows under angular and offset deflections. The values of the correction factor to be applied are determined experimentally. These values range from 0.2 to 0.9 [3]."
What component is commonly utilized to safeguard bellows from rapid and elevated temperature gas exposure?,"In case of bellows operating at high temperatures due to the flow of hot gases, working stresses used for bellows materials should be adjusted accordingly. An internal liner is generally provided to protect a bellows from high-velocity, high- temperature gases."
What is the maximum permissible ratio of diameters for bellows with three plies?,"A bellows design depends on the forming process. The following geometric limits are generally used for bellows having up to three plies: maximum value of the ratio d,/d; = 1.35; and maximum value of the axial length of a convolution as a function of thickness L = (8 + 2N,)t."
What is the inner diameter of the flexible duct used in a bellows joint application for a rocket engine?,"As an example of application of the concepts discussed above, it is required to design a bellows joint with restraining linkage for a flexible duct at the discharge of the oxidiser pump used in a rocket engine, with the following data: pressure in normal operating conditions 1.038 x 107 N/m?, maximum pressure in transient conditions 1.207 x 10’ N/m?, and inner diameter of the duct d; = 0.2032 m."
What are the minimum yield strength and Young's modulus for the material used in the construction of the bellows?,"We use Inconel 718° for the material of which the bellows is made. This material has the following properties: minimum yield strength o, = 1.172 x 10° N/m’, minimum ultimate strength o , = 1.379 x 10° N/m?, and Young modulus E = 2.041 x 10! N/m?. 742 7 Interconnecting Components and Structures"
What is the outer diameter of the convolution root of the bellows if the inner diameter of the duct is 0.2032 meters?,"Since the inner diameter of the duct is d; = 0.2032 m, then the outside diameter of the convolution root of the bellows is also d; = 0.2032 m."
What is the axial spring constant in N/m for a bellows with a maximum free axial length of 0.1778 m?,"We also know that the percent thinning of the wall of the bellows is x = 20%, the maximum value of the free axial length of the bellows is L, = 0.1778 m, the angle of rotation of the bellows is 6 = +7:/60 rad (+3°), and the life of the bellows is equal to 10000 cycles. In addition to the dimensions, it is also required to determine the axial spring constant R, (N/m) of the bellows, the magnitude M (Nm) of the bending moment at the angle 9 = +7:/60 rad, and the necessary restraining load F (N) due to the linkage at the maximum pressure in transient conditions 1.207 x 10’ N/m’.. "
What is the formula for determining the correction factor related to wall-thinning in bellows?,"As has been shown above, the bulging (meridian) stress a, (N/m?) is expressed by the following equationCc; ph? op = —— b 2N)t? where the value of the correction factor C, of the bellows wall-thinning can be determined by substituting 20 for x in the following polynomial C,(x) = 0.0004 x? + 0.01x +1"
What is the limiting bulging stress value for Inconel 718 with a life of 10000 cycles and a thickness of at least 0.3302 mm?,"From the table on the properties of materials given above, we take the value o» = 1030 MPa = 1.03 x 10° N/m? for the limiting bulging stress relating to Inconel 718® with a life of 10000 cycles and a thickness greater than or equal to 0.3302 mm. From the data of the present example, we also obtain the design limit pressure of the duct as follows"
"Calculate the value of h/t using the given parameters: safety factor, number of plies, constant C, pressure values, and the specified equation for the calculation.","1.1 x 1.207 x 10” = 1.328 x 107 N/m? where 1.1 is the value of the safety factor. We also choose a three-ply bellows, such that NV, = 3. After substituting C, = 1.36, p = 1.328 x 10’ N/m?, 0, = 1.03 x 10° N/m, and N, = 3 in the following equation Cc; ph? Oo = ——— 2N)t? and solving for h/t, we find h  (2Npoy\? (2% 3X 1.03 x 10°)? 18.50 t \Cp/) — \136x 1328x107)"
What is the wall thickness of the bellows in meters when given as 0.56 mm?,"We choose a thickness t = 0.56 mm = 5.6 x 1074 m for the wall of the bellows,"
What is the equation used to calculate the outside diameter of a bellows joint based on the inner diameter and height?,"and consequently the mean height of the convolutions of the bellows results 7.12 Design of a Bellows Joint for a Flexible Duct 743, h =5.6 x 107* x 18.50 = 0.01036 m * 0.0104m Since h = (d, — d;)/2 = 0.0104 m, d; = 0.2032 m, and h = 0.0104 m, then the outside diameter of the bellows results d, = dj + 2h = 0.2032 + 2 x 0.0104 = 0.2240 m and the root-mean-square diameter of the bellows results 1 1 d?+d?\? 0.2032? + 0.2240? \ 2 dy = (GEM YT @ (2208 er) = 0.2136m 2 2 The equivalent axial deflection of the bellows due to pure bending results from the following equation 1 eh = 5m sind = 0.5 x 0.2136 x sin() = 0.005589 m Again, from the table on the properties of materials given above, we take an allowable motion stress of 1030 MPa = 1.03 x 10° N/m? for Inconel 718® with a life of 10,000 cycles. "
How can the number of bellows convolutions be calculated using the given parameters and the specified correction factor?,"However, we use a fraction of this value, that is, 0.36 x 1.03 x 10° = 3.708 x 10° N/m? to improve stability. The number of convolutions N,. of the bellows can be determined by using the following equation 1.40C, Ete, On = Whe where o,, = 3.708 x 108 N/m?, e, = 0.005589 m, and the value of the correction factor C, of the bellows wall-thinning can be determined by substituting 20 for x in the following polynomial C:(x) = 0.000067 x?—0.0023 x + 1.02 By so doing, we find C,; = 1. "
How is the axial length of a convolution of bellows calculated using the number of convolutions and a specific multiplier?,"Therefore, N. results from 1.40C; Etep, 1.40 x 1 x 2.041 x 10!! x 0.00056 x 0.005589 Ne = 3 8 2.3 22 20m 0.01042 x 3.708 x 108 The axial length of a convolution of the bellows results from L=(8+2N,)t = (8+2 x 3) x 5.6 x 10-* = 0.00784m 744 7 Interconnecting Components and Structures The free axial length of the bellows results from La = (N--1/2)L + Npt = (22—0.5) x 0.00784 + 3 x 0.00056 = 0.1702 m The axial spring constant of the bellows is expressed by the following equation R= 1.49C,C,N, Edt? “ N.h3 where the correction factor C, results from substituting 20 for x in the following polynomial Ci(x) = —0.0001333 x?—0.01133 x + 1 Hence, C; (20) = 0.72. "
Calculate the safety factor indicating bellows stability given the critical internal pressure and maximum transient pressure values provided.,"Therefore, the axial spring constant of the bellows is R= 1.49 x 0.72 x 0.85 x 3 x 2.041 x 10!! x 0.2032 x 0.00056° a 22 x 0.01043 = 8.051 x 10°N/m The critical value of internal pressure for the bellows (without angulation) results from 5.02R, 5.02 x 8.051 x 10° 2.154 x 107 N/m? cr = = eps =? x m Por ""T,& ~~ 0.1702 x 22 This value, divided by the value (1.207 x 10’ N/m?) of the maximum pressure in transient conditions, indicates a safety factor of 1.785, which allows for bellows stability in the presence of angulation. "
How is the yield hoop stress calculated using yield pressure and other parameters in material engineering?,"As has been shown in paragraph 10, the yield pressure p, and the ultimate pressure Pu result from Dy =1.1 x 1.1 x 1.207 x 107 = 1.461 x 10’ N/m? Du = 1.1 x 1.5 x 1.207 x 10’ = 1.992 x 10’ N/m? The yield hoop (circumferential) stress o,, results from substituting py = 1.461 x 107 N/m? into the following equation o, = ——_P am "" 2N,t(% — 1+ 24) By so doing, we find 7.12 Design of a Bellows Joint for a Flexible Duct 745 1.461 x 107 x 0.2136 2.881 x 10° N/m? ony = oro =? x m ""2 3 x 0.00056 x (2118 — 1 + 2x0.0108) This value is less than the yield strength (1.170 x 10° N/m?) of Inconel® 718, resulting from the preceding table. "
What is the diameter represented by d1 in meters based on the given parameters?,"The ultimate hoop (circumferential) stress of the bellows results from 2.881 x 108 x 1222 10"" _ 5 ong 10° N/m? 1 = 2. x x ——__~ =3. x m °n 1461 x 107 This value is less than the ultimate strength (1.375 x 10° N/m?) of Inconel® 718. Summarising, the following results have been found in the preceding calculation: d; = 0.2032 m, dy = 0.2240 m, d», = 0.2136 m, t = 0.00056 m, N, = 3, h = 0.0104 m, N, = 22, L = 0.00784 m, La = 0.1702 m, and Ry = 8.051 x 10° N/m. "
