anchor,positive,quality,technical_level
What are the key steps involved in obtaining an approval in a specific workflow?,OTS — Approval Process,True,3
What are the stages involved in evaluating candidates during the design change process?,"Part Evaluation : Market survey Selection of ») Design evaluation: |__| Evaluation of 1) candidates | programmatic || aualification status RFA Initiation: Part Specification, Evaluation, Qualification Approach Accomodation Check A i Definition of i Reet qualification Design change program ’ Preliminary if 7 Execution of - program 1. Examination ‘ of Qualification omic Decision: ovisional Accept ; decision 1) = yes | Final design | Refuse. ",True,3
What role does metrology play in managing measurement and test instruments?,"RFA Update: Qualification Reports, Design ReportsVerification and Validation2. Examination of QualificationFigure 9.2.5: Selection pro- cess for commercial off-the- shelf components. RFA Approval: Complete DocumentationCHO9.indd Sec1:780 © 2/25/09 3:36:52 PM 9.2 Quality Managemente Metrology of measurement and test equipment via databases",True,3
"What are the key aspects to assess in manufacturing, operations, and storage protocols?","e Review of manufacturing, operations, handling, storage, cleanliness and transport procedures",True,2
What process ensures compliance with customer specifications during hardware testing?,"e Witnessing of hardware tests, acceptance tests for space productse Performance of inspections (e.g., mandatory/key inspection points on all product levels)e Review and approval of test plan, test procedures, test reportse Confirmation of configuration status “as-desi- gned” versus “as-built”e Verification check of customer requirements",True,3
What processes are involved in ensuring the proper management of hardware from receipt to shipment?,"e Standard inspection for hardware receipt, hand- ling, storage, checkout, packaging and shipment",True,2
What is involved in documenting the lifecycle of hardware as per quality assurance standards?,"© Metrology check and monitoring, review of AIT fa- cilities, cleanliness levels, process qualifications,e Preparation of inspection reports/records, as-built certifications, cleanliness certificates, documenta- tion of hardware life cycles (e.g., log books)e Support for preparation of end item data packages for the different models.9.2.5.9 Software Quality Assurance",True,4
What models are preferred for software development and validation processes?,"Software quality assurance activities, as for hardware quality assurance, also comprise the implementation review of customer quality requirements throug- hout the complete product life cycle from design development, production and qualification until final acceptance and delivery, but as a common approach with software engineering (see Figure 9.2.6). Develop- ment, qualification, implementation and validation of software are preferably performed according to a project associated modeling (V-Model) or a generic phase model according to ESA Standard ECSS-Q-80B, Software Product Assurance.. ",True,3
What must be detailed in the quality manual and product assurance plan regarding software development?,All phases must be described in a company soft- ware quality manual and more specifically in the project product assurance plan for the following phases:Phase 1: Software requirements specificationPhase 2: Software functional analysis (architectural design)Phase 3: Software design (detailed design)Phase 4: Software implementation (simulation)Phase 5: Software integration (on hardware),True,4
What is the purpose of the initial phase in ensuring software quality?,Phase 6: Software testing Phase 7: Software acceptance Phase 8: Software maintenance.,True,3
What are the main quality assurance processes involved in the software development life cycle?,"The main quality assurance activities for softwaree Traceability of the product life cycle from design development until acceptancee Confirmation of implemented software enginee- ring standardse Performance of inspection (e.g., mandatory/key inspections on all product levels)e Witnessing of software acceptance testinge Approval of software implementation",True,3
What is the distinction between the actual completed state of a project and its intended design state?,e Comparison of design development versus pro- duction status (as-built versus as-designed),True,3
What are the steps involved in preparing acceptance data packages in software quality management?,"e Verification check of customer requirementse Preparation of acceptance data packages and coll- ection of product quality documentatione Maintenance of the software quality manual and procedurese Review and approval of an independent software verification and validation (ISVV) plane Analysis of software safety as part of the system safety analysis, depending on the application",True,3
What is the process of managing software updates through the endorsement of release documents?,e Software version control by approval of software release orders,True,2
What processes are involved in ensuring product adherence to standards during a project?,e Software anomaly and non-conformance control.9.2.6 Product Assurance for a Project,True,2
What does the product assurance plan document with respect to customer requirements?,"The product assurance tasks for a project derive direct- ly from the customer requirements in the statement of work (SOW) and associated specifications. These define the technical product requirements, the model philosophy, the deliverable items, as well as the pro- duct documentation. All product assurance tasks are related to the project processes and procedures and documented in the product assurance plan.. ",True,2
How are the main stages of a project related to the overall company operations?,"9.2.6.1 Project PhasesThe project processes are nearly identical to the ge- neric company main processes. Depending on the customer contract, they are more detailed and repre- sent the main project phases. These phases represent in parallel the work breakdown structure (e.g., for2/25/09 3:36:55 PM 9 Management of Space Projectsse] MON eouejdeooe jeseejes aremyog uoneziuebio souruaqUlew 484,",False,2
What does the acronym 'M/s' commonly represent in business terms?,"Awenb M/s Buroywuow,",True,2
What is the main purpose of the document provided?,eourjdao0e Jaseajas aremyoguolejuansop pue apoo aoualuley|uoneoyan jubisepas/ sefueyo) Buljpuey Wwa|qolguejdjse} Wun MalAed joe 1S9} YOBYUDsuonoedsut uonejuewins0q489} 80UR} -daooe uoedioimedpueog maine. alemyos89] aouR}da00y Buse} wayshsS90} eoUR}dao0y *Z eseyud jsol 9uejdjs9} yun MaIAeL /SEMANOE SE} OUDsseooid pjing Juone|e\sul JOWUOW\6Bumodes we\qoid MWS JO uoneseuaD,False,0
What are the main components considered in fluid dynamics?,uBlsap payejep Jo uoneyuewalduy],True,3
What is the significance of the numerical identifiers mentioned in the context?,"(dAAS ‘dINOS ‘ddS) suejd ‘webeuew mainayspuepuejs “oldde yooyD,ydo uonedoeg dd uonediomedGd 499Y49/Ma!Aay Gav 498Yyo/MaINeY(dAAS ‘dINOS ‘didS) suejd ‘webeuew meneyeseud Gy 40} senimnoe feoluyoa) 4984,eseud Gy 10) senianoe Teo1yoa} 49849aseyud uoneBbayuy uoleyuaWe|duu! 10) “anoe juowaBeue)aseyd ubisep 10} “anoe juawabeueyy,MO} [O4JU0o repo je016807",False,0
Explain the significance of MWS in your research.,feyep ainjonys s]uauodWOD Jo uonluyap jeuonoun4 Jepow jeaiskyd sisAjeue sjusuodwoo sjuswasinbar yeoryosesaty MWS ROUEN 0} uoNIsodwo78q,False,0
What factors influence the determination of the energy efficiency of a mechanical system?,"BIEMYOS *€ BIEMYOS ‘ZGus peyo/malney (dAAS ‘dINOS ‘didS) sueid ‘wefeuew maineyeseud YS JO} sel leo1uyoe) yoy,eseyd }xau JO} “njoe juswebeuey dAAS UOHEOYHEAae} 19}! aulyoru UeYysjuawasinbar MWS 40 uoReoYnUEp|aseud sjuawadinbal OIEMYOS *}YL OYS Y/N Jo pug) d¥OS(dAAS ‘dWOS ‘dWdS) sued ‘webeuew/melnoy@seUd YS 10} (dAAS 8 dINOS ‘diNdS) “Aoy juawebeuey;)s]uawainbes Jasn jo uoleoynUep]",False,3
What is the primary use of JSON in web development?,sjuowasinbas JOSN/Wa|qold,False,2
What are the main activities during the lifecycle phases of a software project?,"Output | Life cycle phases Main project activitiesSoftware life cycle.CHO9.indd Sec1:782 9.2 Quality Management 783 Request for Proposal, | Production and Qualification Proposal or Study, eae Modelling Qualification Procurement Production and qransport, evelopment i Service Concept | [Pre-development| Planning AcceptanceFigure 9.2.7: Typical course of project phases.",True,3
What process involves the distribution of project resources to specific tasks and components throughout a project life cycle?,"engineering, procurement, integration and testing) and allow allocation to lower level project element and work package descriptions.",True,3
Who is responsible for planning the phases of a project?,"Depending on the project type, all or only some phases are realized. It is the responsibility of project management to plan these phases (Figure 9.2.7) and provide detailed project plans.9.2.6.2 Project Interfaces",True,1
What elements are crucial for effective product assurance in organizational operations?,"Effective product assurance relies on work contri- butions from other operational functions in the organization and from the project. The technical and administrative interfaces are described in the work breakdown structure (WBS), their associated work package descriptions (WPDs) and the common project milestone reviews and documentation.",True,2
What is the purpose of identifying a configuration item number in a product tree?,"The main project interfaces are:e Project managemente Configuration and data managemente Engineering disciplinese Procurement and manufacturinge Assembly, integration and test9.2.6.3 Product TreeThe product tree describes the top-down configuration of the product on the system, subsystem, equipment and component levels, each identified by a dedicated configuration item (CI) number (Figure 9.2.8).",True,3
What factors need to be considered in developing compliance criteria for regulations?,9.2.6.4 Requirements and Standards,True,3
What must be respected according to customer-issued quality standards for a product in space-related projects?,"As already mentioned, the quality requirements fora product are issued by the customer, preferably bythe relevant space agency. The following associatedrequirements must be respected:e Requirements from the launch authority and launcher interfacese Scientific or commercial operational mission requirements",True,2
What are the key factors in the governance of industrial safety and hazardous material management?,"e National laws and regulations concerning indus- trial safety, hazardous material control, export",True,3
What are the three main categories of quality and safety requirements for space products according to ECSS standards?,e The organization’s quality requirements and pro- cedures.The quality and safety requirements for human andunmanned space products are divided into three maingroups according to ECSS standards:e ECSS-M-00 Management for Space Productse ECSS-E-00 — Engineering for Space Productse ECSS-Q-00 Product Assurance for Space Pro- ducts.The quality and safety requirements differ for human,True,2
What type of products are connected with the exploration of outer space without human presence?,and unmanned space products and are associated,True,2
Which three major space centers are referenced in association with a specific launch vehicle?,"with the particular launch vehicle and responsiblee JSC (Lyndon B.) Johnson Space Center, Houston, Texase MSEC (George C.) Marshall Space Flight Center, Huntsville, Alabamae KSC _ Kennedy Space Center, Orlando, Florida.The requirements are often established and decen- tralized, and are composed of selections from the following documents:e NASA-STD NASA Standards",True,3
What does NSTS stand for in the context of space exploration?,e NSTS National Space Transportation System (NASA),True,1
What does the product tree for a satellite illustrate in terms of configuration items?,"e NHB NASA Handbook (Quality and Safety)e SSP Space Station Program (Quality and Safety).The quality and safety requirements for human and unmanned space products are included in two main volumes:2/25/09 3:36:56 PM 784Figure 9.2.8: Typical product tree for a satellite, showing the configuration items.9 Management of Space Projects",True,3
Identify the primary function of the Telecommand Subsystems in a satellite system.,Space Segment Satellite Ground Segment (Satellite) Test Equipment C1 1000 Cl 2000 C1 3000 Platform (Bus) Payload Satellite Simulation Telecommand Subsystems Data Base Station 11100 11200 C1 1300 Cl 3100 Structure and Antenna Module Mission Satellite Control Mechanic Data Base Center 11110 11210 C1 1310 Cl 3110 Thermal Obeservation Satellite Payload Control Subsystem Sensor Simulator Center cl 1120 11220 Cl 1320 Cl 3120 Electrical Subsystem Cl 1130 Harness Cl 1140. ,True,3
What type of subsystem focuses on data collection and communication?,"Data Management SubsystemPositioning SubsystemTelemetrie and TelecommandPropulsion Subsystem2/25/09 3:36:56 PM 9.2 Quality Managemente DLR-RF-PS-001 Product Assurance and Safety Requirements for DLR Space Pro- jects (Tailoring Catalog)e DLR-RF-PS-002 Product Assurance and Safety Requirements for DLR Space Projects (Document Requirement Definition, DRD)9.2.6.5 Customer Requirement Specification",True,3
What type of specification is created by contractors for accommodating customer requirements?,"Usually the product requirements are specified in the customer requirement specification included in the statement of work (SOW). These are accommodated by the contractor in the form of a design specification for the system, the subsystems, the operations and the associated work package descriptions (WPD). It is essential that all requirements be completely iden- tified, collected and documented before the contract. They are contractually committing and must be expli- citly verified until the project comes to an end.. ",True,3
What is crucial to resolve with the client prior to initiating a project to ensure clarity in specifications?,"The specifications contain the design require- ments, operational requirements, environmental requirements, quality standards for parts, materials and components, as well as the deliverable product models. The requirements must be broken down to all product levels, as system, subsystem, equipment and component levels. Special concerns have to be addressed concerning the functional and physical interfaces between these levels, the payload and the interface in human space projects. Incomplete, unclear or contradicting requirements must be negotiated with the customer before the project starts.. ",True,3
What considerations are important when choosing quality benchmarks for a project?,9.2.6.6 Selection of Quality Standards,True,3
What factors influence the choice of quality standards in product development?,"The selection of appropriate quality standards is pri- marily oriented along the functional requirements, the environmental loads and the predicted operational lifetime. The standards may differ, depending on the maintenance concepts, especially for human space products. The quality standards differ for the required product models, of which the flight model has the highest quality standards.",True,3
What implications arise from employing a redundancy strategy regarding component quality standards?,Additional selection criteria derive from the reli- ability and availability requirements and the chosen redundancy concept. In the case of sufficient redun- dancies the quality standards for components may be,True,3
What must be documented in compliance lists by product assurance?,"reduced, but on the other hand they may have to be increased in the case of insufficient redundancies. All selected quality standards must be checked by product assurance and documented in compliance lists.",True,3
What fundamental ideas underpin the philosophy guiding product model development?,9.2.6.7 Product Model Philosophy,True,2
What aspects of project planning is influenced by the defined model philosophy?,"The definition of the model philosophy is especially important for product development and production. It has a direct impact on qualification planning, pro- curement planning and hardware cost. The selected quality standards must be related to the different product models. Model hardware cost and hardware procurement sources as well as the procurement time have to be identified early in the project proposal phase. In order to meet the project schedule it is in any case recommended that alternative hardware procurement sources be identified.. ",True,3
What are the primary differences in purpose between the Engineering Model and the Flight Model in aerospace projects?,Engineering (Qualification) Model and Flight Model,True,4
What is the primary purpose of the engineering model in relation to flight qualification testing?,"For this “two-model” philosophy the engineering model (EM) serves as a development model which is identical to the flight model (FM) in form, fit and function. In exceptional and reasonable cases it is permissible to use lower quality standards for EEE components. Therefore the failure risk is relatively high but controllable. The EM is used for flight qua- lification testing (EQM) including environmental testing. Design improvements, modifications and repairs are allowed.. ",True,3
What type of hardware is used in the reproduction of the qualified engineering model?,"The subsequent FM is a reproduction of the qua- lified EM but with flight-standard hardware. The FM undergoes acceptance testing with lower testing levels than for the EQM. As depicted in the schematic of Figure 9.2.9, the risk of failures in the FM is signi- ficantly reduced by this “two-model” philosophy. Residual but controllable risks can occur during system integration when the interfaces between the different subsystems and payloads are verified. These risks cannot be significantly reduced and remain even if additional models are used.. ",True,3
What is a characteristic feature of a prototype flight model regarding hardware usage?,Prototype Flight ModelTypical of the prototype flight model (PFM) is the application of flight-standard hardware without exception and without any upstream qualification2/25/09 3:36:57 PM 9 Management of Space Projects9|0A0 389} 9 UO!yesHa}u! ‘A|quessy,True,2
What is the significance of the ratio between the density of a substance and the density of water?,we\sks wa\shsqng quewdinb3 juauodwo5 3803 aso aSOW soueyeg xoq 4 uojoadsur (1) (Sda) 4oMog 4 sjeued 120g ‘sjs9j jeuoNOUNY ® OWL Vv xoq OWL sseulpea 1Y6Iy uoneaBoqu! seyoune) 29080 380} ‘OBA “WeU} 909 ‘ssew v 180} WA pepo “wey “voneIqiA Hago a siosues /H JouOO jeWey ainjong 4 Nis 80H SOOV QD ejauinjeubey —~@—(resuas Weg 4 Vd peojteg,False,3
What is the relationship between model philosophy and risk potential in satellite integration processes?,Abstract integration flow for a satellite with associated risk potential dependent on the selected model philosophy.CHO9.indd Sec1:786 9.2 Quality Management,True,3
What are the primary risks associated with the integration of elements for functional interaction?,"model. The failure risk on the element and component levels is lower than in the EM, presuming that the environmental qualifications have been performed on the component, equipment and subsystem levels before PFM integration. The main risk now occurs during integration of these elements for functional interaction. Experience from an upstream EQM does not exist, which increases the failure risk until func- tional testing on the integrated system level. ",True,3
How can risks be managed during environmental tests when using a combined qualification and acceptance approach?,"The risk during environmental tests with a combined qualifi- cation/acceptance level is controllable because of the previous qualification-level tests on the component, equipment and subsystem levels.. ",True,3
What is the relationship between failure probability and total risk as compared to a specific philosophy?,Failure probability and total risk are explicitly higher than the risk associated with the “two-model” philosophy.9.2.6.8 Project Milestones,True,3
How is the complexity and purpose of monitoring the product life cycle determined?,"Monitoring the product life cycle is defined contrac- tually and is performed by specified project milestone reviews. The complexity and purpose are specified by the customer and must be reflected in the project plan, the product assurance plan and the project schedule.",True,3
What is monitored during milestone reviews to facilitate future product cycles?,"The milestone reviews (Table 9.2.2) have to moni- tor progress of the project, completion of the schedule and the status of the requirements verification in order to clear the way for the subsequent product cycle.9.2.6.9 Product Assurance PlanningThe planning of the product assurance task must en- sure the early identification of the product assurance",True,2
What is the purpose of the Flight Readiness Review?,Abbreviation Name Description RR Requirements Review specifications PDR Preliminary Design Review CDR Critical Design Review QR Qualification Review AR Acceptance Review acceptance FRR Flight Readiness Review LRR Launch Readiness Review Release for launch,True,3
What marks the completion of requirements selection in the design process?,"Completion of requirements selection according to theEnd of initial design phase, verification of functionalities End of detailed design phase, clearance for production End of performance and environmental qualification phaseProduct (hardware and software) and documentationRelease for launcher integration",True,3
What phase is considered ideal for early planning of work packages to ensure product realization?,"work packages in order to guarantee product reali- zation. The planning has to be performed as early as possible, preferably during the proposal or study phase in order to identify the required extent of product as- surance methods, personnel, personnel qualifications, resources and costs. The product assurance activities are described in detailed work package descriptions (WPDs), as for all other project activities according to the work breakdown structure (WBS) associated with the product life cycle.. ",True,3
What are the two steps involved in product assurance planning?,"The planning is performed in two steps: the timely association of all product assurance activities with the product life cycle in a product assurance task flow; and the technical and programmatic activity description ina written product assurance plan. A precondition is knowing the customer’s quality requirements, project schedule, model and qualification strategy, and deli- verable quality documentation.. ",True,3
What are the categories into which product assurance activities and costs are classified?,"The identification and association of product assurance activities and costs are simplified by sepa- ration into: Hardware costs: Costs for product elements and procurement, support equipment, tools Licenses, simulators, tools Nonrecurring and recurring, Internal and external test faci- lities, spares Computer, documentation, presentations.Software costs: Labor costs: Qualification costs:",True,2
How can expenses related to product assurance be distributed to specific project tasks?,The single product assurance expenditures can now be easily allocated to the work packages. The total,True,2
What percentage of total product cost is typically allocated for product assurance activities?,"Table 9.2.2: Pro- Ject milestones.2/25/09 3:36:58 PM CHO9.indd Sec1:788expenditure for all product assurance activities is usually 4-10% of the total product cost, depending on the product type (study, human/unmanned space product), development risk, quality standards, quali- fication strategy, model philosophy and vertical range of manufacture.9.2.6.10 Preconditions for Planning",True,2
What is essential for organizing activities related to a specific product?,For the planning of activities a distinct product de-,True,2
What components are identified in the product tree for effective management of a system?,"scription and identification of product elements bythe product tree for system, subsystem, equipmentand components is essential. The following information is required:e Management requirements, organizational struc- ture for contractor and subcontractorse Customer requirements, hardware and software standardse Mission goal and operational lifetime",True,2
What is the model framework that integrates the communication protocols for satellite operations and ground control systems?,"e Model philosophy for space segment, ground segment and ground support equipment",True,3
What factors may impact product assurance in a project context?,"e Environmental conditions, operational condi- tionse Export restrictionse Deliverable documentation.9.2.6.11 Product Assurance Task Flow",True,2
What is the function of the product assurance task flow in relation to project activities?,"The product assurance task flow (see Figure 9.2.10) is a supporting tool for preventive planning. It sim- plifies the timely association of PA activities to project activities in a schematic form. The allocation of PA activities is performed for each phase of the product life cycle, demonstrated here by using the example of “design development” (in the tinted boxes). Product Phases/Processes: All phases of the product life cycle (according to DIN 55350) ina timely sequen- ce from the proposal to delivery of the product. Elements: All work steps of the selected product phase and work activities, as described in the work breakdown structure (WBS).. ",True,3
What encompasses the actions and techniques tied to the management of space projects?,Project Activities: All project activities of the selected product phase as described in the work package de- scriptions (WPDs).9 Management of Space ProjectsProduct Assurance Activities: All PA activities and methods associated with project activities (see tinted boxes).9.2.6.12 Product Assurance Plan,True,3
What does the PA plan demonstrate regarding customer requirements and referenced documents across project phases?,The PA plan reflects the understanding of customer requirements and referenced documents and describes the associated product assurance program throughout all project phases.,True,2
What activities are involved in verifying the product life cycle from design to acceptance?,"The PA program describes the technical and qua- lity activities to check the product life cycle for design development, manufacturing, qualification, integra- tion and acceptance.",True,3
What policy guides the selection of manufacturers and suppliers in contract agreements?,"The plan is applicable to the contractor with re- spect to the customer, and is part of the subcontracts with the industrial partners for the space product. The inherent quality policy is also used as a guideline for selected manufacturers and suppliers of equipment, units and components.",True,2
Which phase of the program typically starts with the product phase?,"The plan’s sections are considered to be require- ments and must be selected and implemented as appropriate in the associated equipment specifica- tions.The PA program normally starts with Phase B for the product phase and continues in Phase C/D. Specific quality assurance tasks may be continued in Phase E, the operational phase.",True,3
What activities are associated with the timeline and progress tracking in project management?,"The PA tasks correlate to the project milestone plan and schedule, for example design reviews, progress meetings, safety reviews and acceptance reviews.",True,3
What standard may guide the organization's internal rules and procedures for the PA program?,The PA program may be supported by the organization’s in-house regulations and procedures according to ISO 9100 as implemented by the prime contractor and the subcontractors.,True,3
What must subcontractors provide to demonstrate adherence to the project’s compliance requirements?,"The subcontractors must declare compliance with the system’s PA plan by means of a subcontractor product assurance compliance matrix supported by a sub-PA plan based on their in-house rules, regulations and procedures, both to be approved by the prime contractor before the project starts.",True,2
What elements are included in the binding document mentioned in the provided information?,"The PA plan becomes a contractually binding document, which includes the following:e Applicability and directionse References to customer requirements and frame conditionse PA organization and personnel associations2/25/09 3:36:58 PM 7899.2 Quality ManagementO13 vonesedog ‘eoueydosoy UEseg [eu L'¢'9'e@SEAIO) S}UBWNDG |'7°9'ESEUIMEIG P MOAT L'1'9'E",False,2
What is the significance of the coordinate of the second location in relation to the first?,jerosdde soworsng z'e'se eseqioy ofveud Lest foquog ebueyd }'2°SE,False,1
Identify the impact of EMEA on global market trends.,"nonoguisogieus || emeaubsearareg cot bite“eseqoy ubsog uonewoweduy obueyD zoe zeJeaoxidy sbumesg ufisog | | !A02ddy 1uawdojoneg UBIseg Vere seISLNAWNDOG NOISaG| NOISAd dativ.iad TOULNOD LSOD SONINNV1d LSAL 1 9"" ge ve fe ze VeAh ---------------~----- 2-2-2 nn anna anna nnn nnn nnn nnn nnn nnn mc nnnncnnnennnnnnn nnn nnceennnnnnnnannnnannmnnnnnannanenannmnnmmnnmannnennnnnmnnnmanncnens OL",False,0
What is the significance of the abbreviation 'FSO'?,smeig AYEND FSO JO 4904,True,2
What threshold is indicated for energy monitoring in the system?,"POU SWOWAINDOY! |1'S'E ISCO ANEND JO UOISADY L'Z'F'E POUIOW UONEDYUOA JO H0UD FLEEvono@u09 ‘vone|No|e-0y9POYD SOD JONPOIg pue sis GdJeroudde Aeunuyord sowoysn 404 $1811 J0 VonBiedoid LY ZeVd ‘SV4U 181! Aq }O4U0S ANd F'E'Z'E SWE} O/GBIOAHOG SNSIOA 4OOUD€ SpiepUEIS Jo VOREIUUA;AW E'E'Z'E — SPOUNOW VONEDYUOA Jo ¥90UD€ @SS990ig [EONUD ""MUEP)Ueid YoReDYLOA Snss0A Jeaoudde ounpaodig 1S",False,1
What is the significance of the number 9199 in the provided context?,"‘SuoMeoy 9199 JoUUOs0 g- vonesqieo wowdinb3 1s0, supny Ayos4",False,0
What is the significance of the coordinates referenced in the context?,"£ Sosfieuy douesnssy jnpoid ZZ'Z'E OWN OFT “sIUOWOLINDAY MOIADH | € joauog wowdoronog 1 77°E Spuepurig [e101 € — swOy “Byuod joleroddy Z1Z'E — “SpuepuBs AWN 10) 490UD JOAUOD VOREANEYUED |'1'Z'E  SUONEUISOY SME 30} ¥9OUD LHL""SiUlog URPAdSUI Jo U}IO4DSAILALLOV ZONVYNSSY LONGOYdSIs!) Sueg pue s6umesqu6)seg jenyz (iq) voneweunoog sjuovodwog-333 00d (PUP de P9190/98 404 SIS] O WnpOAd JO LORE Py fe",False,0
What is the effect of applying a force on a body at rest?,"SS0001g/SUAWOANDOY, spsepue)g pue wo o voneo yo, -YoneO\IEND vee",False,1
What is the primary characteristic of a system designed for simultaneous operations in various technologies?,‘S9Depaiu} }eUONesAGO‘swowasnboy VOSS ‘suowasnboy jequowuas!AU3 ze‘SUDISIADIg UBISOQ SPRPUC]S /COHUYIO J EZE | boue syuowarnday jeoruyoos 0 (210 ‘ow ‘jeuwoys umonns) ONS 1801 PUe MO}4 SOL soshjeuy-u6 so zee ze WoRBePOP-ID ‘011 NPA suoneayoodg pur Uejg S01 JuoqesnByuoowaysks siuowainboy jonpoIg bee xa reeo7 fq suoneinboy ue suopomsey onPOud ONOIS3 TVILINI NOILVO1ISIDSdS,False,1
What is the significance of N3W313 in the context of technological advancements?,N3W313 3rOud SBILIALLOV LOBPOdd,True,3
What are the components involved in the assurance task flow for product development?,"oO 6 8 Z 9 Ss podsuesy. sang “e6e2015 soueydecoy aun qwouwainooig| POILa z Burso, dojonog yeuonouny AenFigure 9.2.10: Product assurance task flow (example of design development).CHO9.indd Sec1:789 CHO9.indd Sec1:790e Description of PA disciplines and activitiese Interfaces to project disciplinese Description of subcontractor, supplier and manu- facturer control",True,3
What are the parameters that determine the successful achievement of project milestones?,"e Reporting duty, reporting content and criteria for milestone completion",True,3
What processes are involved in managing deviations during procurement planning?,"e Procurement planninge Failure, deviation and change managemente Configuration checke Verification checke Content of the quality documentation delive-9.2.7 Risk Management",True,4
What type of risks does the risk policy regularly assess in a company?,"Risk management is an iterative process that is app- lied to company processes as well as to products, according to space agency standards. The risk policy for the company assures that the risk inventory and estimation will be performed for business processes and survival risks on a regular basis.",True,2
What is necessary for identifying potential risks within key business processes?,Business risks must be identified by forewarning indicators and thresholds for the organization’s main processes. Identification is supported by the use of the quality indicators.,True,2
"Define risk in the context of business and products, including the factors that influence its occurrence.","Risk management assures the implementation of control processes and corrective action in order to avoid or reduce risk. A risk is any event that can have a negative impact on the business or the product, with a certain probability of occurrence, as well as any future event on which the impact is not presently known.",True,2
What key components should be included in a risk management plan according to established processes?,The risk management process must be described in a separate risk management plan which essentially consists of the following activities.,True,2
"What is the initial phase in managing potential threats to project goals regarding budget, timeline, and technical efficacy?","Risk Identification: The first step in risk manage- ment is to identify all individual risks that can affect the project’s objectives in terms of cost, schedule and technical performance. The definition of the risk scenario presupposes the assumption of all possible events impacting the product negatively (i.e., the nonachievement of product objectives) and the asso- ciated potential causes of those risks.. ",True,3
How is the magnitude of risk quantified in project management?,"Risk Assessment: The purpose of this step is to determine the magnitude of the individual risks and to rank them with respect to cost, schedule and technical performance. The magnitude of risk is9 Management of Space Projectscalculated as the product of a probability score and a severity score.",True,3
What are the two main aspects evaluated in a risk mitigation assessment for a program?,A risk mitigation table details the criteria used to evaluate the probability of occurrence and the con- sequent severity of an event identified as a risk item for the program.,True,3
What is the primary goal of managing risk in a project?,"Risk Reduction: The ultimate purpose of risk management is to reduce the magnitude of risk by proper mitigating actions in order to achieve the product’s objectives; it involves revising the project schedule, budget, scope or quality.Risk Monitoring: The purpose of this step is to ob- serve the monitoring process and corrective actions.",True,2
What are the key activities involved in managing risks during the communication and acceptance phase?,"Communication and Acceptance: The purpose of this step is to track, monitor, update, iterate and communicate the risks in order to manage them.",True,2
What are the main objectives of managing configuration in development projects?,"9.2.8 Configuration ManagementConfiguration management (CM) is the progress- oriented management and audit of requirement and design documentation data files, and of the items produced.CM processes are applied for:e Hardware product configuratione Software product configurationThe main objectives of CM are coordination andsynchronization of distributed development and main-",True,2
What are the key stages involved in managing the entire duration of a product's life?,taining control over the product life cycle and the,True,2
What are the key aspects to ensure product consistency amid changes?,"maintenance of product consistency despite variousplanned or unplanned changes. CM provides a metho-dical approach by applying methods for:e A well-structured product breakdown and refe- rence configurationse An unequivocal definition of design-to, produce -to, test-to and operate-to documentation and productse Effective and efficient change management for active control",True,3
What processes are involved in tracking and reporting project progress for effective assessment and oversight?,e Status accounting and reporting for progress judgment and monitoring,True,3
What is the intended outcome of centralized approaches in project management related to administrative activities?,"e The minimization of administrative activities by centralized approachese Anassurance that everyone working on the project (including subcontractors) at any time is using the2/25/09 3:37:03 PM 9.2 Quality Managementcorrect and accurate documentation and products (e.g., computer programs).",True,2
What role does CM play in ensuring a consistent process within the PA program?,"By the above means, CM provides the basis for a coordinated and reproducible process and makes an essential contribution to the PA program.",True,2
What must be included in a configuration management plan related to a specific product?,"Documentation management provides the capa- bilities and regulations for establishing and handling all project documentation in order to assure autho- rized preparation, update, storage and delivery based on CM-controlled procedures, independent of the medium on which the information is recorded.CM must be described in a product-dedicated configuration management plan.",True,3
What processes are typically involved in managing system failures and implementing necessary changes?,9.2.9 Failure and Change Management,True,3
What documentation is required for design corrections related to identified non-conformance?,"Failure management monitors all deviations from the contractual product baseline. Each identified non-conformance, for instance manufacturing fail- ures, must be reported in a nonconformance report (NCR) for evaluation by project management. Design corrections or repairs must be documented in the associated product documentation, drawings and procedures.",True,3
What is defined as a condition that fails to meet predetermined criteria or requirements?,"Non-conformance is an apparent or proven condi- tion of any item or documentation that does not meet the specified requirements. In addition, any apparent or proven condition of any item or documentation which is considered likely to lead to incorrect opera- tion or failure of the item or mission must be treated as nonconformance. The term non-conformance is also used for failures, discrepancies, defects, anomalies, malfunctions and deficiencies.. ",True,2
"How are non-conformances that impact performance, expenses, timelines, or compliance categorized?","Non-conformances affecting product perfor- mance, costs, schedules or an applicable requirement are generally classified as “major.”",True,1
What must be issued for major NCRs that result in a lasting violation of a requirement?,"For major NCRs leading to a permanent violation of a specified requirement, a request for waiver (RFW) must be issued and submitted for customer approval. Details must be reported to the customer together with the information that the product concerned will not fulfill the specifications in the baseline configura- tion of the identification documentation.",True,3
What aspect of a product's dedicated configuration management plan addresses issues related to failures?,Failure management is part of the product- dedicated CM plan.,True,2
What entities must formally register and verify requested or proposed product baseline changes?,"Change management controls all product changes during design development, production and qualifi- cation. Change management must be described in a company manual and in a product-specific change management plan. Each product baseline change requested or proposed by the customer, prime con- tractor, subcontractor or supplier has to be registered and checked formally for:",True,3
